job_id,raw_text,jobbert_skills_raw,jobbert_skills_count,jobbert_knowledge_raw,jobbert_knowledge_count,gpt_skills_raw,gpt_skills_count,gpt_knowledge_raw,gpt_knowledge_count,final_skills,final_skills_count,final_knowledge,final_knowledge_count,jobbert_hard_skills,jobbert_soft_skills,jobbert_bloom_distribution,gpt_hard_skills,gpt_soft_skills,gpt_bloom_distribution,final_hard_skills,final_soft_skills,final_bloom_distribution,jobbert_avg_confidence,gpt_avg_confidence,final_avg_confidence,jobbert_confidence_distribution,gpt_confidence_distribution,final_confidence_distribution,coverage_total_components,covered_components,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,missing_components_count,model_agreement_score,exact_matches,partial_matches,no_matches,bert_only_skills,gpt_only_skills,fused_skills,bert_only_knowledge,gpt_only_knowledge,fused_knowledge,avg_semantic_density,avg_context_agreement,bloom_consistency_score,extraction_time_seconds
in-fc00c70672996923,Exposure to API testing for data services is preferred.,[],0,"[""API testing"", ""data services""]",2,"[""test APIs for data services""]",1,"[""API testing"", ""data services""]",2,"[""test APIs for data services""]",1,"[""API testing"", ""data services""]",2,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",1,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 0}",1,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 0}",0.0,0.6636568907520001,0.6636568907520001,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 1, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 1, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,5,0.11538300615146228,0.0,0.11538300615146228,14,0.0,0,0,1,0,1,0,0,0,2,0.738,0.9,1.0,1.811136245727539
in-3974672cef9dd264,"You will be responsible for researching, designing, and prototyping new user experiences based on product requirements.","[""researching"", ""designing"", ""prototyping new user experiences""]",3,[],0,"[""research user experiences"", ""design user experiences"", ""prototype user experiences""]",3,"[""User experience"", ""Product requirements""]",2,"[""research user experiences"", ""design user experiences"", ""prototype user experiences"", ""researching"", ""designing""]",5,"[""User experience"", ""Product requirements""]",2,3,0,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 0}",3,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 0}",5,0,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 0}",0.6424817961416817,0.6495215750400002,0.6139457255045793,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 3, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 2, ""Medium Low"": 1, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 1, ""Medium"": 1, ""Medium Low"": 3, ""Low"": 0, ""Very Low"": 0}",19,11,0.15646656774356615,0.13805142412824503,0.018415143615321112,8,0.0,0,0,6,2,2,1,0,2,0,0.8477500000000001,0.8640000000000001,1.0,2.5054423809051514
in-beb1a85439fc3710,"In addition to your salary, MLB believes in providing a competitive compensation and benefits package for its employees. Top MLB Perks & Benefits: Competitive Benefits Package Company 401K Contribution Paid Time Off and Holidays Paid Parental Leave Access to Free Tickets to Baseball Games & MLB.TV Discounts at MLB Store | MLBShop.com Employee Assistance Programs (EAP) Onsite/Online Training & Development Programs Tuition Reimbursement Disability Benefits (short term and long term) Life and Accid",[],0,[],0,[],0,"[""401K"", ""Paid Time Off"", ""Paid Parental Leave"", ""MLB.TV"", ""Employee Assistance Programs (EAP)"", ""Tuition Reimbursement"", ""Disability Benefits"", ""Life and Accidental Death Insurance"", ""Pet Insurance""]",9,[],0,"[""401K"", ""Paid Time Off"", ""Paid Parental Leave"", ""MLB.TV"", ""Employee Assistance Programs (EAP)"", ""Tuition Reimbursement"", ""Disability Benefits"", ""Life and Accidental Death Insurance"", ""Pet Insurance""]",9,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,0,0,0,0,0,9,0,0.0,0.0,0.0,2.129331588745117
in-7b43a558de387eeb,"If you require accommodations or flexibility, please discuss this with the hiring team during the interview process. WPP is an equal opportunity employer and considers applicants for all positions without discrimination or regard to particular characteristics.",[],0,[],0,[],0,[],0,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.7470836639404297
in-15fc9d5bf30a4f52,These help ensure there are no ongoing criminal proceedings and support the prevention of fraud and other forms of serious misconduct.,[],0,[],0,"[""prevent fraud"", ""prevent serious misconduct""]",2,"[""criminal proceedings"", ""fraud"", ""misconduct""]",3,"[""prevent fraud"", ""prevent serious misconduct""]",2,"[""criminal proceedings"", ""fraud"", ""misconduct""]",3,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",2,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",2,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.5687267040000001,0.5687267040000001,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 2, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 2, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,2,0,2,0,0,3,0,0.81,0.9,1.0,2.01786732673645
in-78cf01cb605e5896,"Deploy and manage Delinea/Thycotic PAM solutions in secure networks Integrate with enterprise identity systems (e.g., AD, Azure AD) Work on high -impact national security programs Company Description Showtime Consulting is a leading provider of Shielded Cloud Solutions.","[""Deploy"", ""manage Delinea / Thycotic PAM solutions"", ""Integrate with enterprise identity systems"", ""Work on high -impact national security programs""]",4,"[""Delinea"", ""Thycotic"", ""PAM"", ""identity systems"", ""AD,"", ""Azure AD)""]",6,"[""deploy Delinea/Thycotic PAM solutions"", ""manage Delinea/Thycotic PAM solutions"", ""integrate with enterprise identity systems"", ""work on national security programs""]",4,"[""Delinea"", ""Thycotic"", ""PAM solutions"", ""enterprise identity systems"", ""AD"", ""Azure AD"", ""Shielded Cloud Solutions""]",7,"[""deploy Delinea/Thycotic PAM solutions"", ""manage Delinea/Thycotic PAM solutions"", ""integrate with enterprise identity systems"", ""work on national security programs"", ""Deploy"", ""Work on high -impact national security programs""]",6,"[""Delinea"", ""Thycotic"", ""PAM solutions"", ""enterprise identity systems"", ""AD"", ""Azure AD"", ""Shielded Cloud Solutions"", ""PAM"", ""identity systems""]",9,4,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 0}",3,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 1}",5,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 1}",0.9076687795039784,0.9294464898163561,0.8400159600855072,"{""Very High"": 2, ""High"": 1, ""Medium High"": 1, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 3, ""High"": 0, ""Medium High"": 1, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 3, ""High"": 0, ""Medium High"": 2, ""Medium"": 0, ""Medium Low"": 1, ""Low"": 0, ""Very Low"": 0}",19,3,0.08031716945983404,0.08031716945983404,0.0,16,0.7269680202007294,3,0,5,2,2,2,2,3,4,0.8052023809523811,1.1601113568868744,1.0,2.290334939956665
in-032bc9411bdc659a,"Act as a change agent, using skills that will motivate and reassure staff through negotiation and training to facilitate the change process.","[""Act"", ""motivate"", ""reassure staff through"", ""negotiation"", ""training"", ""facilitate the change process.""]",6,[],0,"[""motivate staff"", ""reassure staff"", ""negotiate with staff"", ""train staff"", ""facilitate change process""]",5,"[""change process""]",1,"[""motivate staff"", ""reassure staff"", ""negotiate with staff"", ""train staff"", ""facilitate change process"", ""Act"", ""motivate"", ""negotiation"", ""training""]",9,"[""change process""]",1,5,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 5, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 1}",0,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 5}",3,6,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 6}",0.7043853895692509,0.7565906913306182,0.6288620064372334,"{""Very High"": 1, ""High"": 1, ""Medium High"": 1, ""Medium"": 1, ""Medium Low"": 2, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 2, ""Medium High"": 0, ""Medium"": 3, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 2, ""Medium High"": 0, ""Medium"": 4, ""Medium Low"": 1, ""Low"": 2, ""Very Low"": 0}",19,1,0.006034286963884289,0.006034286963884289,0.0,18,0.31559374928474426,2,0,9,4,3,2,0,1,0,0.8009722222222222,0.9811043235402871,1.0,4.560709476470947
in-1f4ca5ad774310ff,"You’ll play a vital role in ensuring robust project governance, financial control, and effective reporting across a dynamic portfolio of technology projects.","[""ensuring robust project governance"", ""financial control"", ""effective reporting""]",3,[],0,"[""ensure robust project governance"", ""ensure financial control"", ""ensure effective reporting""]",3,"[""project governance"", ""financial control"", ""reporting"", ""technology projects""]",4,"[""ensure robust project governance"", ""ensure financial control"", ""ensure effective reporting""]",3,"[""project governance"", ""financial control"", ""reporting"", ""technology projects""]",4,3,0,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.9525822083535559,0.9512447313190577,0.9061077978393328,"{""Very High"": 3, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 3, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 2, ""High"": 1, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,6,0.12417674566570085,0.0,0.12417674566570085,13,0.9488268494606018,3,0,3,0,0,3,0,4,0,0.8366666666666668,1.399964962661923,1.0,2.615772008895874
in-2b4593a631e8c63d,"At this time, Tyndall National Institute does not require the assistance of recruitment agencies.",[],0,[],0,[],0,[],0,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0909693241119385
in-e7b40f00ec330220,We celebrate diversity and are committed to an inclusive workplace. WE HIRE DIRECT.,[],0,[],0,[],0,[],0,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.754901647567749
in-7572e23d64239874,"You’ll work closely with marketing, design, and operations teams to maintain accurate, high -performing websites and deliver seamless digital experiences that reflect our brand and drive measurable results.","[""work closely with"", ""maintain accurate"", ""high -performing websites"", ""deliver seamless digital experiences"", ""drive measurable""]",5,[],0,"[""maintain websites"", ""deliver digital experiences"", ""work closely with marketing teams"", ""work closely with design teams"", ""work closely with operations teams""]",5,[],0,"[""maintain websites"", ""deliver digital experiences"", ""work closely with marketing teams"", ""work closely with design teams"", ""work closely with operations teams"", ""work closely with"", ""maintain accurate"", ""high -performing websites"", ""drive measurable""]",9,[],0,5,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 4, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 0}",2,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",6,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 4, ""Analyze"": 1, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 3}",0.5845365839240345,0.6459229566720002,0.5778775229265934,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 2, ""Medium Low"": 3, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 4, ""Medium Low"": 1, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 5, ""Medium Low"": 2, ""Low"": 2, ""Very Low"": 0}",19,2,0.031152805491823487,0.031152805491823487,0.0,17,0.0,0,0,10,4,4,1,0,0,0,0.8048611111111111,0.86,1.0,2.9119021892547607
in-2b8cc0db3b3c53f0,Occasional evening and weekend work may be required as job duties demand.,[],0,[],0,[],0,[],0,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.5977375507354736
in-b9d4aea91e3f2d0c,The initial primary function of this position will be to support the optimization and ongoing maintenance of Epic Ambulatory(outpatient) build.,"[""support the optimization"", ""ongoing maintenance of""]",2,[],0,"[""support optimization"", ""maintain Epic Ambulatory build""]",2,"[""Epic Ambulatory""]",1,"[""support optimization"", ""maintain Epic Ambulatory build"", ""support the optimization"", ""ongoing maintenance of""]",4,"[""Epic Ambulatory""]",1,2,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 0}",2,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 1, ""N/A"": 0}",4,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 2, ""Create"": 1, ""N/A"": 0}",0.6042649974024268,0.6784694100000002,0.5809407039609709,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 1, ""Medium Low"": 1, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 2, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 2, ""Medium Low"": 1, ""Low"": 1, ""Very Low"": 0}",19,1,0.011464788406454787,0.011464788406454787,0.0,18,0.0,0,0,4,2,2,0,0,1,0,0.826875,0.8550000000000001,1.0,1.621009349822998
in-b418b4139ba55785,"As part of an agile team, you will play different roles with the goal of having a positive impact on customers and achieving key objectives.","[""having a positive impact on customers"", ""achieving key objectives.""]",2,[],0,"[""play different roles"", ""have a positive impact on customers"", ""achieve key objectives""]",3,"[""agile team""]",1,"[""play different roles"", ""have a positive impact on customers"", ""achieve key objectives""]",3,"[""agile team""]",1,2,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.8568015638174293,0.8618213461918397,0.8095649964006685,"{""Very High"": 0, ""High"": 2, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 2, ""High"": 0, ""Medium High"": 1, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 2, ""Medium High"": 1, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,1,0.027482879161834717,0.0,0.027482879161834717,18,0.6407818992932637,2,0,3,0,1,2,0,1,0,0.7833333333333335,1.2258035792155473,1.0,1.9749650955200195
in-36f958252c0f085c,"There will be an opportunity for career development. Contact: Q & A Motoring Ltd Job Types: Full -time, Permanent Working Hours: 09:00 am to 18:00 Monday -Friday Salary: £25,000 .00 - £27,000 .00 per Annum Location: London, Greenford, UB6 9EH, reliably commute or plan to relocate before starting work (required) Job Types: Full -time, Permanent Work Location: In person Job Types: Full -time, Permanent Pay: £25,000 .00 -£27,000 .00 per year Work Location: In person",[],0,[],0,[],0,[],0,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.7532329559326172
in-e2edd8471b03019f,"As a part of the Naughty Dog application process, candidates will be asked to complete a QA Test. #LI -CW1 Please refer to our Candidate Privacy Notice for more information about how we process your personal information, and your data protection rights. At SIE, working with our partners, we consider several factors when setting each role’s base pay range, including the competitive benchmarking data for the market and geographic location.",[],0,[],0,[],0,"[""QA Test""]",1,[],0,"[""QA Test""]",1,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,1,0.023775337871752292,0.0,0.023775337871752292,18,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.7534890174865723
in-9b5f98ea7564baaf,"Manages conflicting and concurrent activities with minimal need of supervision. Actively works to improve own skills and knowledge through internal and external, formal and informal, structured and unstructured learning.","[""Manages conflicting"", ""concurrent activities"", ""works to improve own skills"", ""knowledge""]",4,[],0,"[""manage conflicting activities"", ""manage concurrent activities"", ""improve own skills"", ""improve own knowledge""]",4,[],0,"[""manage conflicting activities"", ""manage concurrent activities"", ""works to improve own skills"", ""improve own knowledge"", ""knowledge""]",5,[],0,3,1,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 1}",0,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 4}",1,4,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 4}",0.7799293811906136,0.7259752063629037,0.7070123319910019,"{""Very High"": 0, ""High"": 2, ""Medium High"": 1, ""Medium"": 1, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 1, ""Medium High"": 1, ""Medium"": 2, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 1, ""High"": 0, ""Medium High"": 1, ""Medium"": 2, ""Medium Low"": 1, ""Low"": 0, ""Very Low"": 0}",19,0,0.0,0.0,0.0,19,0.23201066255569458,1,0,7,1,1,3,0,0,0,0.8318000000000001,0.9801721824548439,1.0,2.959097146987915
in-fa78458f9443eaa7,Systems support will include database applications and web -basedsystems.,[],0,"[""database applications"", ""web -basedsystems.""]",2,[],0,"[""database applications"", ""web-based systems""]",2,[],0,"[""database applications"", ""web-based systems""]",2,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,"{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}","{""Very High"": 0, ""High"": 0, ""Medium High"": 0, ""Medium"": 0, ""Medium Low"": 0, ""Low"": 0, ""Very Low"": 0}",19,7,0.17328860810198543,0.0,0.17328860810198543,12,0.0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,2.66436767578125
