job_id,skill,type,bloom,confidence_score,confidence_tier,verification_level,is_verified,semantic_density,context_agreement,source,source_file,review_id,human_valid,human_type,human_bloom,human_notes,reviewer_id,job_text
in-712828cffdaa826c,maintain automation scripts,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.85,1.26,BERT+LLM,verified_skills.csv,skill_4e25dda11157,,,,,,"Employing some of the most talented, dedicated people on the planet is not by chance. This is a hybrid position in Puerto Rico What YOU will do: Provide IT systems administration for the eQube DaaS platform hosted on AWS Linux environment. Install logging, monitoring and Anti -virus and other software as required to keep the infrastructure in compliance with Collins standards Work with Cybersecurity, GT and the ATO office as required to keep the infrastructure in compliance . Develop and maintai"
in-300ad6c0e8012768,secure Hydrogeology scopes,Hard,Analyze,0.963,Very High,Verified_HIGH,True,0.86,1.22,BERT+LLM,verified_skills.csv,skill_7cf1d2f15a03,,,,,,"Through consultation from early stages of design through to construction and operation, we are able to advise our clients on how to best identify opportunities and manage potential impacts and from an environmental and engineering perspective. Responsibilities: Develop Client relationships and identify local and regional opportunities to secure Hydrogeology, Engineering Geology, and Contaminated Land scopes. Provide training and mentoring of team members, fostering of strong working relationship"
in-1d66d7ac5ab657e4,ensure equipment runs safely,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.8,1.22,BERT+LLM,verified_skills.csv,skill_8a41c2971fea,,,,,,"This is a hands -on role supporting our manufacturing operations, ensuring equipment runs safely, efficiently, and in line with GMP standards."
in-ed5862bc30f68a14,audit databases,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.83,1.18,BERT+LLM,verified_skills.csv,skill_39427654f30f,,,,,,"The contractor is expected to be in the office at least '1' day per month, subject to additional days in office at Manager discretion. Job Type: Contract Pay: $69 .00 - $80 .00 per hour Expected hours: 40 per week Application Question(s): Experience with logical and physical data modeling, including use of tools like ErWin, or similar? Strong proficiency with SQL Server, T -SQL, SSIS, stored procedures, ELT processes, scripts, and complex queries? Auditing databases to maintain quality and creat"
in-19e9ead015fac709,debug front-end applications,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.84,1.25,BERT+LLM,verified_skills.csv,skill_33aecfab4d12,,,,,,"Perform application and code reviews, providing constructive feedback on quality, design and implementation that help ensure that applications meet high standards of performance and reliability. Troubleshoot, investigate, and diagnose incidents using advanced tracing, alerting, and log analysis. Testing and debugging front -end applications to ensure cross -browser compatibility, responsiveness, and performance optimization. Research and identifies emerging technologies, coordinate demonstration"
in-819016745fbf8e52,ensure successful delivery of new features,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.77,1.24,BERT+LLM,verified_skills.csv,skill_d63c40be5ebc,,,,,,"We are continuously looking for team players who will stop at nothing to deliver state of the art solutions as part of Team Rapsodo. ### Overview As a Product Engineer at Rapsodo, you will work directly with the Product Owner and cross -functional engineering teams to ensure successful design, integration, validation, and delivery of new features and system components."
in-96f2f1e631de2586,ensure compliance with quality standards,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.82,1.32,BERT+LLM,verified_skills.csv,skill_e84b89cb0250,,,,,,"Maintain testing documentation and ensure compliance with quality standards. f) V endor Management & Documentation Liaise with external vendors for system documentation, particularly for NParks central system(s) and related technologies."
in-e6cfe7e445cc548b,enable scalable analytics,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.83,1.33,BERT+LLM,verified_skills.csv,skill_a941570d71cd,,,,,,"Leverage Python and SQL to optimize processing performance, ensure data quality, and enable scalable analytics across investment workflows. Cross -Functional Collaboration: Work closely with investment, operations, and data science teams to identify high -impact analytical use cases."
in-fd945c58fd3518ad,modernize complex applications,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.89,1.32,BERT+LLM,verified_skills.csv,skill_801098f2e3ba,,,,,,"This includes migrating to cloud, modernising complex applications, reducing cost to serve, developing new revenue streams, expanding into new geographies and segments, setting up for scale and driving efficiencies through consolidation of acquisitions."
in-952ed056daff6878,manage the resolution of reporting performance issues,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.85,1.21,BERT+LLM,verified_skills.csv,skill_479401afbc8c,,,,,,"Manage systems production, administration, and maintenance for GFRT systems, including: Maintaining high quality and reliability in performance, availability, capacity, timeliness and connectivity of systems and reporting Ensuring consistency and integration between the various financial measurement systems and reporting Participating in the review of critical system problems and recommending viable solutions Developing, maintaining and managing efficient and reliable production processes Managi"
in-ddc8d55e66c8ce42,analyse failure trends,Hard,Apply,0.954,Very High,Verified_HIGH,True,0.8,1.2,BERT+LLM,verified_skills.csv,skill_585a20ae67d0,,,,,,"Along with the following: A Degree in Mechanical Engineering level 4 or equivalent. Strong organisational and planning skills. Financial skills including estimating, budgeting, forecasting, analysis & reporting. Ability to analyse failure trends and implement practical solutions. A sound understanding of technical maintenance techniques. Strong communication skills, with the ability to effectively engage key stakeholders. Experience in shutdown and maintenance planning preferable. Experience wit"
in-22edc9e9cdcf8599,scale systems sustainably,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.83,1.31,BERT+LLM,verified_skills.csv,skill_21531819c55e,,,,,,"We keep our networks up and running, ensuring our users have the best and fastest experience possible.Responsibilities -------------------- Improve the lifecycle of services from inception and design, through to deployment, operation and refinement. Support services before they go live through activities such as system design consulting, developing software platforms and frameworks, capacity planning and launch reviews. Maintain services once they are live by monitoring availability, latency and"
in-c45465e4d18c15b3,implement changes,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.82,1.25,BERT+LLM,verified_skills.csv,skill_5f73ba9328aa,,,,,,"Continue to evolve your technical and cross -functional knowledge outside of your aligned domain of expertise. Job responsibilities Provide technical expertise and problem -solving methodologies to the project to modernize the Enterprise WAN Plan, design, deploy, and configure network solutions for the Wide Area Network environment consisting of Cisco routers, switches, and other network devices. Provide technical expertise and problem -solving methodologies to the project to modernize the Enter"
in-46527b145958f44b,assist with year-end closings,Hard,Apply,0.961,Very High,Verified_HIGH,True,0.78,1.28,BERT+LLM,verified_skills.csv,skill_32e77f8df013,,,,,,"This role involves processing and reconciling financial transactions, maintaining accurate records, assisting with month -end and year -end closings, and supporting general accounting operations to ensure compliance with internal controls and policies."
in-2ea46d88545e7e84,input confirmations,Hard,Apply,0.703,Medium High,Verified_HIGH,True,0.89,0.96,BERT+LLM,verified_skills.csv,skill_e724bd4903ad,,,,,,Double checking of costs and formulas on schedules is the responsibility of the Media Account Manager. This will require close liaison with the Digital teams to ensure all details are captured accurately All approvals and changes must be documented in writing and saved into client files – this responsibility falls to the Media Account Manager Maintains records and prepares periodic reports as may be required on assigned accounts Prepare spotlists in conjunction with the Media Executive and send 
in-7433c244aa75bf36,use computers,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.76,1.31,BERT+LLM,verified_skills.csv,skill_4fac1a34b57d,,,,,,"The position is responsible for skilled typing, use of computers, meeting minutes, filing, fulfillment of legal notification responsibilities, operating of office machines, paying invoices, managing the budget and interacting with customers of the department by phone, email or in person on matters related to the functions and responsibilities handled within the department and the Town as a whole."
in-f0b48fead02e6e98,calculate areas,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.81,1.27,BERT+LLM,verified_skills.csv,skill_c2d32e9afe9c,,,,,,"Estimating Duties Review architectural drawings to identify acoustic products (panels, baffles, clouds, etc.) Perform takeoffs — count quantities, calculate areas, and summarize dimensions Prepare accurate quotes using our estimating software Use Excel to organize data, perform calculations, and check for accuracy Clarify missing or unclear information with clients or internal teams 2 ."
in-a55c33244443944b,resolve escalated service desk requests,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.81,1.24,BERT+LLM,verified_skills.csv,skill_6326b6a6ed42,,,,,,"Your contribution will directly influence the organisation’s technology strategy, ensuring robust systems that enable our mission. ### Key Responsibilities Strengthen security controls and manage platforms like Microsoft Entra ID and Active Directory. Oversee endpoint management, system compliance, patching, and device health. Provide technical support, troubleshoot issues, and lead reviews of major incidents. Support Microsoft 365, Intune, Hyper -V, DNS, VPN, firewalls, and cloud services (AWS/"
in-36eab98d055d8926,isolate infected hosts on customers networks,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.8,1.31,BERT+LLM,verified_skills.csv,skill_116ece4026b8,,,,,,"Tier I Responsibilities Analyze incoming security signals in real time with a balance of accuracy and speed using a variety of forensic tools Apply investigative tools, techniques and procedures (TTPs), use your understanding of the security threats associated with the incoming signals and follow defined runbooks to determine and execute the relevant actions Perform allowlisting/filtering of false positive signals For confirmed true positive signals, you will alert clients using defined template"
in-1d754c98c93ebea6,move tables,Hard,Apply,0.926,Very High,Verified_HIGH,True,0.77,1.28,BERT+LLM,verified_skills.csv,skill_1c254d1b6a26,,,,,,"Duties may also include, but are not limited to, setting up monitors, cameras, replay equipment, cabling, moving tables/chairs. ### Knowledge Skills and Abilities The ideal candidate will have a working knowledge of multimedia production techniques including sound recording, graphics, television, photography, lighting, and editing and demonstrate the ability to quickly learn and apply new skills in developing television, film, radio, or multimedia content."
in-0e1bdbb226a3d5af,strengthen pipelines,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.89,1.34,BERT+LLM,verified_skills.csv,skill_e4191ea8dddc,,,,,,"You will be trusted to lead initiatives, mentor junior engineers, and collaborate with senior leadership to shape infrastructure strategy. Innovation. You will work with Kubernetes at scale, automate complex deployments, and apply DevOps principles to strengthen pipelines and monitoring."
in-69b68bde3423c7fc,deliver complex features,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.84,1.32,BERT+LLM,verified_skills.csv,skill_2dfc67f7848a,,,,,,"Minimum Requirements: Salesforce Development Experience: 3 + years of professional, hands -on experience developing and customizing Salesforce applications, demonstrating a track record of delivering complex features. Salesforce Certifications: Required: Admin, Platform App Builder, and Platform Developer Five Principles for Success Our worldwide practices describe specific behaviors that make Rakuten unique and united across the world."
in-4dd4be4468b8f8b5,consolidate data,Hard,Apply,0.664,Medium,Verified_HIGH,True,0.86,0.93,BERT+LLM,verified_skills.csv,skill_6095b6634d98,,,,,,"KEY RESPONSIBILITIES Collect, validate, analyse, consolidate and maintain HR, Sustainability, contract and supplier performance data. Produce dashboard reports from contract delivery data to assist contract compliance, budget and strategic reviews and trends. Build, update and maintain Power BI dashboards and reports for internal and external use. Support the production of monthly and quarterly performance reports, including HR KPIs, engagement, turnover, absence, and ESG metrics. Identify and i"
in-07a9c2a299829676,refine chatbot topics,Hard,Apply,0.958,Very High,Verified_HIGH,True,0.79,1.24,BERT+LLM,verified_skills.csv,skill_2e1bfd4552e4,,,,,,"Expected work includes : Design & Build: Collaborate with stakeholders to gather requirements, define user stories, and map out conversational flows. Develop: Use Microsoft Copilot Studio to build, configure, and refine chatbot topics, entities, and logic. Integrate: Leverage Power Automate (Flows) to connect the Bot to backend systems, databases, and APIs (e.g., retrieving user data, creating support tickets, looking up information). Leverage AI: Implement and fine -tune generative AI capabilit"
in-28e0691714ef7fb5,manage end-to-end migration of customer data,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.77,1.42,BERT+LLM,verified_skills.csv,skill_3d447af7341b,,,,,,You will be responsible for managing the end -to -end migration of customer data between legacy and new systems.
in-bfafddc5c4fcdca4,drive Salesforce operational excellence,Hard,Apply,0.84,High,Verified_HIGH,True,0.89,1.15,BERT+LLM,verified_skills.csv,skill_890876c6b0f0,,,,,,"Additionally, you will drive Sales CRM and Salesforce operational excellence across diverse use cases while fostering alignment between Sales leadership objectives and system functionality."
in-694ef64200f32a8c,uphold standards for realism,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.78,1.3,BERT+LLM,verified_skills.csv,skill_b8777e0c39db,,,,,,"You will work closely with designers, technical artists, and programmers to ensure your models integrate seamlessly into the game, meet technical requirements, and uphold our standards for realism and performance."
in-ad7d0fa387739d7f,take ownership of site manufacturing GL,Hard,Apply,0.927,Very High,Verified_HIGH,True,0.77,1.2,BERT+LLM,verified_skills.csv,skill_506c407b9835,,,,,,"You’ll take ownership of site manufacturing GL, reports, analyses, budgets, forecasts, and product costings, ensuring the integrity of cost and management accounting data."
in-9fc9c5f45b5702c5,manage Oracle-based data environments,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.84,1.42,BERT+LLM,verified_skills.csv,skill_da26c21fa990,,,,,,"The role involves designing and implementing data pipelines, managing Oracle -based data environments, and supporting end -to -end BI processes — from data ingestion to visualization."
in-300ad6c0e8012768,secure Contaminated Land scopes,Hard,Apply,0.697,Medium,Verified_HIGH,True,0.82,0.96,BERT+LLM,verified_skills.csv,skill_82de2d658104,,,,,,"Through consultation from early stages of design through to construction and operation, we are able to advise our clients on how to best identify opportunities and manage potential impacts and from an environmental and engineering perspective. Responsibilities: Develop Client relationships and identify local and regional opportunities to secure Hydrogeology, Engineering Geology, and Contaminated Land scopes. Provide training and mentoring of team members, fostering of strong working relationship"
in-318fd355685a5f1f,deliver proof of concepts,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.77,1.32,BERT+LLM,verified_skills.csv,skill_8e1291049098,,,,,,You will be responsible for working in an agile environment focused on ideation and design while helping to deliver proof of concepts and experimentation that uncover new innovation -driven opportunities and deliver tangible value across the enterprise.At CIBC we enable the work environment most optimal for you to thrive in your role.
in-d7f955d1258c78ff,apply analytical technical skills,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.84,1.25,BERT+LLM,verified_skills.csv,skill_bc19cc10724b,,,,,,"This role will see you working as part of our highly experienced team where you will apply your prior engineering and analytical technical skills to produce engineering solutions for a range of AECOM’s Transport and Civil Infrastructure projects, including Cairns Ring Road and other large -scale State Government projects. Be part of a close -knit Far North Queensland office while connected to a national network of engineers and designers. Opportunity to apply prior Civil Engineering project expe"
in-036c776371efd2b7,harness AI techniques,Hard,Apply,0.787,Medium High,Verified_HIGH,True,0.79,1.03,BERT+LLM,verified_skills.csv,skill_5eb302ef1eb1,,,,,,"JOB DESCRIPTION Take a technical leadership position within JPMorgan's Commercial & Investment Bank, where you'll harness cutting -edge AI techniques to revolutionize business decisions and automate processes."
in-a50b5222ebb42f3b,implement innovative solutions,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.88,1.25,BERT+LLM,verified_skills.csv,skill_8cc395dc1ddb,,,,,,"Technical Innovation & Problem -Solving: Research, design, and implement innovative solutions to address complex business and technical problems, particularly in high -concurrency scenarios."
in-234255dcb0b3fd8b,manage security trends,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.81,1.29,BERT+LLM,verified_skills.csv,skill_ca9f828649e9,,,,,,Manages security trends and evaluates their effects on the CLS architecture and the security protection landscape. Provides tier -three subject matter expert (SME) escalation support to the Service Desk for information security issues.
in-3ce2d2a445b01e20,introduce knowledge management practices,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.88,1.36,BERT+LLM,verified_skills.csv,skill_1fcb1566b952,,,,,,"Continuous Service Improvement (CSI) Identify and implement automation, orchestration, and optimization opportunities. Review operational trends to reduce recurring incidents and improve MTTR. Champion problem management initiatives and share lessons learned. Introduce knowledge management practices to build operational maturity. Develop and track improvement roadmaps aligned with client objectives. 6 ."
in-d6e9acaa1b4e40e7,secure AWS environments,Hard,Apply,0.994,Very High,Verified_HIGH,True,0.81,1.3,BERT+LLM,verified_skills.csv,skill_ff665847a2eb,,,,,,Strong understanding of how to secure AWS environments and meet compliance requirements.
in-c3a7666d83cbd74e,interpret marketing performance data,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.86,1.26,BERT+LLM,verified_skills.csv,skill_15b798b80459,,,,,,"Confident in presenting to senior management and clients with clarity and influence. Data -Driven Mindset and Analytical Capability Proficient in interpreting marketing performance data, sales trends, and audience analytics to guide decision -making."
in-58c9ce9d30cd562c,transform complex educational data into actionable insights,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.83,1.43,BERT+LLM,verified_skills.csv,skill_7ebe68dacc78,,,,,,Job Title: Senior Power BI Developer Job Classification: Classified/Non -Instructional Reports to: Chief Information Officer Work Schedule: Calendar Year/Hybrid General Description: The Senior Power BI Developer plays a critical role in transforming complex educational data into actionable insights that drive strategic decision -making across our network of schools.
in-bf0e9f6211607d23,craft user experiences,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.8,1.39,BERT+LLM,verified_skills.csv,skill_7f8e2d62ef68,,,,,,"You’ll lead with creativity and systems thinking, leverage design systems, and explore emerging technologies to drive innovation and craft user experiences that delight and inspire."
in-3ab9b5bd3e596edb,manage capital projects,Hard,Apply,0.856,High,Verified_HIGH,True,0.81,0.93,BERT+LLM,verified_skills.csv,skill_3fb560e5b97b,,,,,,"You will help manage capital projects from conception to completion, ensuring they align with YMCA’s mission and values. Key Responsibilities: You will play a key role in progressing a busy pipeline of hub acquisitions, leases and fitouts."
in-7266cf247f596f3f,implement new functionality,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.84,1.31,BERT+LLM,verified_skills.csv,skill_89d79d91e86f,,,,,,"Support technical project initiatives including implementation of new functionality, new tools, and process improvement."
in-c1e5bef8c40f180e,configure fuzzy matching,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.82,1.29,BERT+LLM,verified_skills.csv,skill_126d56918722,,,,,,"Screening Configuration – Firco Filtering Engine v6 .0 Configure fuzzy matching, phonetic rules, alias expansion and attribute scoring."
