job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-6434f75ccfa896cd,,work closely with third-party service providers,Soft,N/A,0.676,Medium,LLM,0.81,0.95
in-6434f75ccfa896cd,,ensure ERP applications support business operations,Hard,Evaluate,0.718,Medium High,LLM,0.83,0.95
in-6434f75ccfa896cd,,ensure integrated applications support business operations,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.22
in-6434f75ccfa896cd,,stream leads,Hard,Apply,0.462,Low,BERT (standalone),0.77,0.86
in-6434f75ccfa896cd,,ensure our ERP,Hard,Analyze,0.654,Medium,BERT (standalone),0.72,0.86
in-59f89f855608fde0,,build rapid prototypes,Hard,Create,1.0,Very High,BERT+LLM,0.82,1.3
in-59f89f855608fde0,,iterate on proofs-of-concept,Hard,Evaluate,1.0,Very High,BERT+LLM,0.81,1.29
in-59f89f855608fde0,,articulate complex technical ideas,Soft,N/A,0.904,Very High,BERT+LLM,0.83,1.3
in-59f89f855608fde0,,foster open and productive design discussions,Soft,N/A,0.675,Medium,LLM,0.8,1.0
in-59f89f855608fde0,,create new capabilities,Hard,Create,0.78,Medium High,LLM,0.81,1.0
in-59f89f855608fde0,,evolve platform,Hard,Apply,0.659,Medium,LLM,0.81,1.0
in-59f89f855608fde0,,proposals,Hard,Apply,0.539,Medium Low,BERT (standalone),0.87,0.9
in-59f89f855608fde0,,fostering open,Hard,Apply,0.53,Medium Low,BERT (standalone),0.8,0.9
in-59f89f855608fde0,,productive design discussions.,Hard,Create,0.71,Medium High,BERT (standalone),0.88,0.9
in-7f1b7715acb11a2e,,manage cloud environments,Hard,Apply,0.706,Medium High,LLM,0.83,0.9
in-7f1b7715acb11a2e,,create cloud-based recurring revenues,Hard,Create,0.71,Medium High,LLM,0.86,0.9
in-7f1b7715acb11a2e,,grow cloud-based recurring revenues,Hard,Apply,0.597,Medium Low,LLM,0.84,0.9
in-2ea46d88545e7e84,,double check costs,Hard,Evaluate,0.724,Medium High,LLM,0.76,0.98
in-2ea46d88545e7e84,,double check formulas on schedules,Hard,Evaluate,1.0,Very High,BERT+LLM,0.79,1.23
in-2ea46d88545e7e84,,liaise with Digital teams,Soft,N/A,0.715,Medium High,LLM,0.77,0.98
in-2ea46d88545e7e84,,document approvals,Hard,Apply,0.738,Medium High,LLM,0.86,0.98
in-2ea46d88545e7e84,,document changes,Hard,Apply,0.734,Medium High,LLM,0.83,0.98
in-2ea46d88545e7e84,,maintain records,Hard,Analyze,1.0,Very High,BERT+LLM,0.83,1.23
in-2ea46d88545e7e84,,prepare periodic reports,Hard,Apply,1.0,Very High,BERT+LLM,0.82,1.26
in-2ea46d88545e7e84,,prepare spotlists,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.27
in-2ea46d88545e7e84,,input media contracts,Hard,Apply,0.957,Very High,BERT+LLM,0.79,1.25
in-2ea46d88545e7e84,,input confirmations,Hard,Apply,0.715,Medium High,BERT+LLM,0.89,0.98
in-2ea46d88545e7e84,,input billings,Hard,Apply,0.615,Medium,LLM,0.8,0.98
in-2ea46d88545e7e84,,check billings,Hard,Evaluate,0.729,Medium High,LLM,0.8,0.98
in-2ea46d88545e7e84,,checking of costs,Hard,Evaluate,0.552,Medium Low,BERT (standalone),0.75,0.88
in-2ea46d88545e7e84,,ensure all details are captured accurately,Hard,Evaluate,0.551,Medium Low,BERT (standalone),0.79,0.88
in-2ea46d88545e7e84,,send to clients with comments,Hard,Understand,0.55,Medium Low,BERT (standalone),0.75,0.88
in-2ea46d88545e7e84,,written appearance instructions,Hard,Apply,0.508,Medium Low,BERT (standalone),0.89,0.88
in-2ea46d88545e7e84,,Ensure that all billings,Hard,Analyze,0.677,Medium,BERT (standalone),0.76,0.88
in-3f1f20262049095a,,shape AI solutions,Hard,Apply,0.938,Very High,BERT+LLM,0.77,1.28
in-3f1f20262049095a,,meet client needs,Soft,N/A,0.758,Medium High,BERT+LLM,0.76,1.28
in-3f1f20262049095a,,deliver business value,Soft,N/A,0.672,Medium,LLM,0.8,0.99
in-3f1f20262049095a,,deliver technically feasible solutions,Hard,Apply,0.663,Medium,LLM,0.86,0.99
in-bf0e9f6211607d23,,lead with creativity,Soft,N/A,0.907,Very High,BERT+LLM,0.78,1.39
in-bf0e9f6211607d23,,lead with systems thinking,Soft,N/A,0.641,Medium,BERT+LLM,0.8,1.07
in-bf0e9f6211607d23,,leverage design systems,Hard,Create,1.0,Very High,BERT+LLM,0.81,1.39
in-bf0e9f6211607d23,,explore emerging technologies,Soft,N/A,0.956,Very High,BERT+LLM,0.87,1.39
in-bf0e9f6211607d23,,drive innovation,Soft,N/A,0.913,Very High,BERT+LLM,0.83,1.39
in-bf0e9f6211607d23,,craft user experiences,Hard,Apply,1.0,Very High,BERT+LLM,0.8,1.39
in-ff31808feab0524e,,understand client business model,Soft,N/A,0.885,High,BERT+LLM,0.76,1.24
in-ff31808feab0524e,,understand client requirements,Soft,N/A,0.701,Medium High,LLM,0.88,0.98
in-ff31808feab0524e,,understand client pain points,Soft,N/A,0.688,Medium,LLM,0.8,0.98
in-ff31808feab0524e,,understand big picture vision of transformation program,Soft,N/A,0.907,Very High,BERT+LLM,0.8,1.26
in-ff31808feab0524e,,prepare a plan to drive day-to-day execution of project,Hard,Create,0.764,Medium High,BERT+LLM,0.71,0.98
in-ff31808feab0524e,,prepare a plan,Hard,Create,0.692,Medium,BERT (standalone),0.72,0.88
in-50790458f1cb7392,,challenge briefs proactively,Soft,N/A,1.0,Very High,BERT+LLM,0.86,1.25
in-50790458f1cb7392,,generate ideas,Soft,N/A,0.687,Medium,LLM,0.8,0.97
in-50790458f1cb7392,,exceed client expectations,Soft,N/A,0.771,Medium High,BERT+LLM,0.8,1.22
in-50790458f1cb7392,,creative instinct,Hard,Apply,0.497,Low,BERT (standalone),0.84,0.88
in-50790458f1cb7392,,are,Hard,Apply,0.41,Low,BERT (standalone),0.69,0.88
in-50790458f1cb7392,,full of ideas,Hard,Apply,0.499,Low,BERT (standalone),0.71,0.88
in-f0b8e867898d9fc7,,support clients,Soft,N/A,0.907,Very High,BERT+LLM,0.81,1.26
in-f0b8e867898d9fc7,,manage change,Soft,N/A,0.68,Medium,LLM,0.78,0.97
in-f0b8e867898d9fc7,,optimize business processes,Soft,N/A,0.69,Medium,LLM,0.85,0.97
in-6a11f6623b90c10e,,communicate ideas in writing,Soft,N/A,0.672,Medium,LLM,0.79,0.95
in-6a11f6623b90c10e,,communicate ideas verbally,Soft,N/A,0.679,Medium,LLM,0.84,0.95
in-6a11f6623b90c10e,,solve problems,Soft,N/A,0.673,Medium,LLM,0.8,0.95
in-6a11f6623b90c10e,,analyze information,Soft,N/A,0.683,Medium,LLM,0.87,0.95
in-6a11f6623b90c10e,,work independently,Soft,N/A,0.825,High,BERT+LLM,0.86,1.24
in-6a11f6623b90c10e,,collaborate with a team,Soft,N/A,0.695,Medium,LLM,0.75,0.95
in-6a11f6623b90c10e,,commit to accuracy,Soft,N/A,0.668,Medium,LLM,0.76,0.95
in-6a11f6623b90c10e,,work in a fast-paced environment,Soft,N/A,0.8,Medium High,BERT+LLM,0.77,1.23
in-6a11f6623b90c10e,,manage multiple priorities,Soft,N/A,1.0,Very High,BERT+LLM,0.84,1.23
in-6a11f6623b90c10e,,communication skills.,Soft,N/A,0.602,Medium,BERT (standalone),0.9,0.86
in-6a11f6623b90c10e,,problem,Hard,Apply,0.498,Low,BERT (standalone),0.81,0.86
in-6a11f6623b90c10e,,-solving,Hard,Apply,0.444,Low,BERT (standalone),0.84,0.86
in-6a11f6623b90c10e,,analytical abilities.,Hard,Apply,0.449,Low,BERT (standalone),0.9,0.86
in-6a11f6623b90c10e,,as part of a team.,Soft,N/A,0.692,Medium,BERT (standalone),0.68,0.86
in-6a11f6623b90c10e,,Detail,Hard,Understand,0.66,Medium,BERT (standalone),0.78,0.86
in-6a11f6623b90c10e,,-oriented,Hard,Apply,0.492,Low,BERT (standalone),0.87,0.86
in-6a11f6623b90c10e,,commitment to accuracy.,Hard,Apply,0.494,Low,BERT (standalone),0.81,0.86
in-819016745fbf8e52,,deliver state of the art solutions,Soft,N/A,0.64,Medium,LLM,0.75,0.92
in-819016745fbf8e52,,work with Product Owner,Soft,N/A,0.641,Medium,LLM,0.75,0.92
in-819016745fbf8e52,,work with cross-functional engineering teams,Soft,N/A,0.681,Medium,LLM,0.84,0.92
in-819016745fbf8e52,,ensure successful design of new features,Hard,Create,0.681,Medium,LLM,0.78,0.92
in-819016745fbf8e52,,ensure successful integration of new features,Hard,Analyze,0.684,Medium,LLM,0.8,0.92
in-819016745fbf8e52,,ensure successful validation of new features,Hard,Analyze,0.684,Medium,LLM,0.8,0.92
in-819016745fbf8e52,,ensure successful delivery of new features,Hard,Analyze,0.957,Very High,BERT+LLM,0.77,1.16
in-819016745fbf8e52,,ensure successful design of system components,Hard,Create,0.684,Medium,LLM,0.8,0.92
in-819016745fbf8e52,,ensure successful integration of system components,Hard,Analyze,0.688,Medium,LLM,0.83,0.92
in-819016745fbf8e52,,ensure successful validation of system components,Hard,Analyze,0.687,Medium,LLM,0.82,0.92
in-819016745fbf8e52,,ensure successful delivery of system components,Hard,Analyze,0.686,Medium,LLM,0.81,0.92
in-819016745fbf8e52,,ensure successful design,Hard,Create,0.64,Medium,BERT (standalone),0.82,0.82
in-819016745fbf8e52,,integration,Hard,Apply,0.495,Low,BERT (standalone),0.9,0.82
in-819016745fbf8e52,,validation,Hard,Apply,0.495,Low,BERT (standalone),0.9,0.82
in-819016745fbf8e52,,system components.,Hard,Apply,0.49,Low,BERT (standalone),0.86,0.82
in-b0e3d6930bef9118,,foster internal relationships,Soft,N/A,0.673,Medium,LLM,0.87,0.9
in-b0e3d6930bef9118,,promote effective collaboration,Soft,N/A,0.648,Medium,LLM,0.89,0.9
in-68c8bc8b4022b6bd,,learn .NET,Hard,Apply,0.584,Medium Low,LLM,0.74,0.9
in-68c8bc8b4022b6bd,,learn C#,Hard,Apply,0.58,Medium Low,LLM,0.71,0.9
in-68c8bc8b4022b6bd,,use React.js,Hard,Apply,0.696,Medium,LLM,0.77,0.9
in-68c8bc8b4022b6bd,,use Next.js,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use Angular.js,Hard,Apply,0.701,Medium High,LLM,0.8,0.9
in-68c8bc8b4022b6bd,,work with Microservices,Hard,Apply,0.593,Medium Low,LLM,0.81,0.9
in-68c8bc8b4022b6bd,,work with GraphQL (Apollo),Hard,Apply,0.589,Medium Low,LLM,0.77,0.9
in-68c8bc8b4022b6bd,,work with RESTful APIs,Hard,Apply,0.585,Medium Low,LLM,0.74,0.9
in-68c8bc8b4022b6bd,,work with domain-driven design,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-68c8bc8b4022b6bd,,use GitHub Actions,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-68c8bc8b4022b6bd,,use Jenkins,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use Bitbucket Pipelines,Hard,Apply,0.703,Medium High,LLM,0.81,0.9
in-68c8bc8b4022b6bd,,use Gitlab Runners,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-68c8bc8b4022b6bd,,work with AWS,Hard,Apply,0.581,Medium Low,LLM,0.71,0.9
in-68c8bc8b4022b6bd,,use Docker,Hard,Apply,0.692,Medium,LLM,0.74,0.9
in-68c8bc8b4022b6bd,,use Kubernetes,Hard,Apply,0.701,Medium High,LLM,0.8,0.9
in-68c8bc8b4022b6bd,,use Copilot,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use RooCode,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use Cline,Hard,Apply,0.69,Medium,LLM,0.72,0.9
in-68c8bc8b4022b6bd,,provide customer service,Soft,N/A,0.611,Medium,LLM,0.82,0.9
in-68c8bc8b4022b6bd,,work with data,Soft,N/A,0.598,Medium Low,LLM,0.72,0.9
in-68c8bc8b4022b6bd,,apply creativity,Soft,N/A,0.611,Medium,LLM,0.83,0.9
in-b99d92a34ea0a07c,,build trust,Soft,N/A,0.629,Medium,LLM,0.75,0.9
in-b99d92a34ea0a07c,,ensure accountability,Soft,N/A,0.649,Medium,LLM,0.9,0.9
in-b99d92a34ea0a07c,,manage donation matching programs,Soft,N/A,0.639,Medium,LLM,0.83,0.9
in-b59719e8c96312ce,,apply online,Hard,Apply,0.667,Medium,LLM,0.77,0.9
in-9068e588b7dc4f2d,,navigate global markets,Hard,Remember,0.594,Medium Low,LLM,0.81,0.9
in-a8f3619ace5efe56,,grow leadership skills,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-a8f3619ace5efe56,,leadership,Hard,Apply,0.308,Very Low,BERT (standalone),0.9,0.81
in-277cf9b06c74153d,,anticipate guest needs,Soft,N/A,0.704,Medium High,LLM,0.8,1.0
in-277cf9b06c74153d,,act on guest needs,Soft,N/A,0.837,High,BERT+LLM,0.71,1.3
in-277cf9b06c74153d,,prioritize guest requests,Soft,N/A,0.922,Very High,BERT+LLM,0.83,1.3
in-277cf9b06c74153d,,prioritize job responsibilities,Soft,N/A,0.613,Medium,BERT+LLM,0.89,1.0
in-277cf9b06c74153d,,multi-task in a fast-paced environment,Soft,N/A,0.81,High,BERT+LLM,0.78,1.26
in-277cf9b06c74153d,,anticipate,Hard,Apply,0.541,Medium Low,BERT (standalone),0.9,0.9
in-277cf9b06c74153d,,multi,Hard,Apply,0.522,Medium Low,BERT (standalone),0.75,0.9
in-f60c7c41c622d9ed,,lead product engineering teams,Soft,N/A,1.0,Very High,BERT+LLM,0.81,1.33
in-f60c7c41c622d9ed,,set clear roadmaps,Soft,N/A,0.914,Very High,BERT+LLM,0.76,1.35
in-f60c7c41c622d9ed,,ensure consistent milestones,Soft,N/A,0.828,High,BERT+LLM,0.82,1.31
in-f60c7c41c622d9ed,,ensure consistent updates,Soft,N/A,0.657,Medium,BERT+LLM,0.82,1.04
in-ea5fe0c67dbb09a7,,design microservices,Hard,Create,0.734,Medium High,LLM,0.89,0.92
in-ea5fe0c67dbb09a7,,implement microservices,Hard,Apply,0.736,Medium High,LLM,0.9,0.92
in-ea5fe0c67dbb09a7,,develop event-driven applications,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.2
in-ea5fe0c67dbb09a7,,develop containerized applications,Hard,Create,0.736,Medium High,LLM,0.9,0.92
in-ea5fe0c67dbb09a7,,communicate effectively,Soft,N/A,0.638,Medium,LLM,0.9,0.92
in-ea5fe0c67dbb09a7,,work in a team,Soft,N/A,0.665,Medium,LLM,0.68,0.92
in-ea5fe0c67dbb09a7,,pay attention to detail,Soft,N/A,0.618,Medium,LLM,0.75,0.92
in-ea5fe0c67dbb09a7,,develop software using scrum,Hard,Create,0.719,Medium High,LLM,0.79,0.92
in-ea5fe0c67dbb09a7,,designing,Hard,Create,0.536,Medium Low,BERT (standalone),0.87,0.83
in-ea5fe0c67dbb09a7,,implementing REST based micro services,Hard,Apply,0.529,Medium Low,BERT (standalone),0.8,0.83
in-5bd95884fcfdbfe2,,implement cloud database platforms,Hard,Apply,0.747,Medium High,LLM,0.98,0.96
in-5bd95884fcfdbfe2,,manage cloud database platforms,Hard,Apply,0.712,Medium High,LLM,0.96,0.96
in-5bd95884fcfdbfe2,,support cloud database platforms,Hard,Evaluate,0.745,Medium High,LLM,0.97,0.96
in-5bd95884fcfdbfe2,,implement hybrid database platforms,Hard,Apply,1.0,Very High,BERT+LLM,0.99,1.25
in-5bd95884fcfdbfe2,,manage hybrid database platforms,Hard,Apply,0.91,Very High,LLM,0.97,1.23
in-5bd95884fcfdbfe2,,support hybrid database platforms,Hard,Evaluate,0.963,Very High,LLM,0.98,1.24
in-5bd95884fcfdbfe2,,understand networking,Hard,Apply,0.62,Medium,LLM,0.9,0.96
in-5bd95884fcfdbfe2,,understand distributed systems,Hard,Apply,0.618,Medium,LLM,0.88,0.96
in-5bd95884fcfdbfe2,,understand database concepts,Hard,Apply,0.633,Medium,LLM,1.0,0.96
in-5bd95884fcfdbfe2,,implementing,Hard,Apply,0.558,Medium Low,BERT (standalone),0.9,0.87
in-5bd95884fcfdbfe2,,managing,Hard,Apply,0.511,Medium Low,BERT (standalone),0.84,0.87
in-5bd95884fcfdbfe2,,supporting cloud (Azure),Hard,Evaluate,0.548,Medium Low,BERT (standalone),0.82,0.87
in-fc0463e146e0287e,,put people first,Soft,N/A,0.628,Medium,LLM,0.74,0.9
in-fc0463e146e0287e,,listen to new and diverse ideas,Soft,N/A,0.627,Medium,LLM,0.73,0.9
in-fc0463e146e0287e,,collaborate toward greater innovation,Soft,N/A,0.643,Medium,LLM,0.86,0.9
in-202d174576a6328b,,innovate with technology,Soft,N/A,0.611,Medium,LLM,0.82,0.9
in-202d174576a6328b,,push limits of autonomous systems,Soft,N/A,0.605,Medium,LLM,0.77,0.9
in-202d174576a6328b,,working,Hard,Apply,0.42,Low,BERT (standalone),0.81,0.81
in-202d174576a6328b,,pushing the limits,Hard,Apply,0.381,Very Low,BERT (standalone),0.76,0.81
in-070ac45a5adefcb1,,tackle complex challenges,Soft,N/A,0.64,Medium,LLM,0.83,0.9
in-f1d38688733ca9cc,,solve problems,Soft,N/A,0.711,Medium High,BERT+LLM,0.81,1.17
in-f1d38688733ca9cc,,communicate effectively,Soft,N/A,0.674,Medium,LLM,0.9,0.93
in-f1d38688733ca9cc,,demonstrate strong work ethic,Soft,N/A,0.899,High,BERT+LLM,0.77,0.93
in-f1d38688733ca9cc,,dynamic,Hard,Apply,0.495,Low,BERT (standalone),0.81,0.84
in-f1d38688733ca9cc,,motivated,Hard,Apply,0.495,Low,BERT (standalone),0.87,0.84
in-f1d38688733ca9cc,,communication skills,Soft,N/A,0.651,Medium,BERT (standalone),0.89,0.84
in-8cb2b3de05fe17bb,,deliver real value as a consultant,Soft,N/A,0.609,Medium,LLM,0.75,0.91
in-8cb2b3de05fe17bb,,share perspective as a technical specialist,Soft,N/A,0.615,Medium,LLM,0.79,0.91
in-8cb2b3de05fe17bb,,ensure proposed solution is technically awesome,Soft,N/A,0.824,High,BERT+LLM,0.8,1.16
in-8cb2b3de05fe17bb,,ensure proposed solution is fit-for-purpose,Soft,N/A,0.62,Medium,LLM,0.83,0.91
in-8cb2b3de05fe17bb,,ensure proposed solution is value-adding,Soft,N/A,0.618,Medium,LLM,0.82,0.91
in-8cb2b3de05fe17bb,,identify why customers use technology to unlock value,Soft,N/A,0.612,Medium,LLM,0.77,0.91
in-8cb2b3de05fe17bb,,speak to clients and colleagues at various levels,Soft,N/A,0.61,Medium,LLM,0.76,0.91
in-8cb2b3de05fe17bb,,present solutions clearly,Soft,N/A,0.62,Medium,LLM,0.83,0.91
in-8cb2b3de05fe17bb,,articulate how solutions work,Soft,N/A,0.615,Medium,LLM,0.8,0.91
in-8cb2b3de05fe17bb,,articulate value solutions bring to client's organisation,Soft,N/A,0.618,Medium,LLM,0.82,0.91
in-8cb2b3de05fe17bb,,develop on Cloud platforms,Hard,Create,0.706,Medium High,LLM,0.77,0.91
in-8cb2b3de05fe17bb,,develop on Container platforms,Hard,Create,0.711,Medium High,LLM,0.8,0.91
in-8cb2b3de05fe17bb,,leverage Cloud middleware,Hard,Apply,0.603,Medium,LLM,0.83,0.91
in-8cb2b3de05fe17bb,,leverage PaaS,Hard,Apply,0.597,Medium Low,LLM,0.78,0.91
in-8cb2b3de05fe17bb,,write clean code,Hard,Create,0.701,Medium High,LLM,0.74,0.91
in-8cb2b3de05fe17bb,,write high-quality code,Hard,Create,0.712,Medium High,LLM,0.81,0.91
in-8cb2b3de05fe17bb,,delivers real value,Hard,Evaluate,0.563,Medium Low,BERT (standalone),0.77,0.82
in-8cb2b3de05fe17bb,,share your perspective,Hard,Apply,0.518,Medium Low,BERT (standalone),0.8,0.82
in-8cb2b3de05fe17bb,,identify the “why”.,Hard,Analyze,0.617,Medium,BERT (standalone),0.77,0.82
in-7558c06efa202e1d,,combine technology strength,Soft,N/A,0.615,Medium,LLM,0.85,0.9
in-7558c06efa202e1d,,apply industry experience,Soft,N/A,0.612,Medium,LLM,0.83,0.9
