job_id,skill,type,bloom,confidence_score,confidence_tier,verification_level,is_verified,semantic_density,context_agreement,source,source_file,review_id,human_valid,human_type,human_bloom,human_notes,reviewer_id,job_text
in-9cbd3079d8b693c5,analyze network traffic and errors,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.8,1.17,BERT+LLM,verified_skills.csv,skill_830a466174cb,,,,,,"Requisition #: 1264 Job Title: Test & Evaluation Specialist III u007C Exempt Job Title for Careers Page: Test & Evaluation Specialist III Location: 2001 Brainard Road Fort Huachuca, Arizona 85613 Clearance Level: Active DoD - Top Secret SCI This position requires an active Secret clearance on hire date with the ability to obtain and maintain a Top Secret/SCI clearance.
Current TS/SCI is desired.
Required Certification(s): CompTia Security + This position is contingent upon funding.
SUMMARY Agile"
in-60627b67528c695b,maintain design systems,Hard,Create,1.0,Very High,Verified_HIGH,True,0.81,1.22,BERT+LLM,verified_skills.csv,skill_60b3a2162c22,,,,,,"As a leader in the industry, we’re elevating the retail experience for our consumers through our collection of established brands, including Sports Direct, FLANNELS, USC, Frasers, and GAME. Why join us? Our vision – we are building the worlds most admired and compelling brand ecosystem Our purpose – we are elevating the lives of the many with access to the world’s best brands and experiences At Frasers Group, we fear less and do more.
To be able to make the most of it you need to live and breath"
in-d6a08b4c77f4b35d,"thrive in collaborative, cross-functional environments",Soft,,0.602,Medium,Verified_HIGH,True,0.86,0.95,BERT+LLM,verified_skills.csv,skill_3337b47869b3,,,,,,"About Euc ------------- We're making good health last a lifetime More than 1 billion people globally live with obesity, a significant leading indicator of many preventable chronic diseases such as diabetes and heart disease.
Eucalyptus is the company behind Juniper, one of the world's largest weight management programs combining GLP -1 medication with a tailored nutrition and exercise programme, supported by our multidisciplinary care team of prescribers, health coaches, dietitians, nurses and p"
in-6704a5e105c98b94,observe health and safety precautions,Hard,Apply,0.91,Very High,Verified_HIGH,True,0.83,1.19,BERT+LLM,verified_skills.csv,skill_7e0f4552b8b7,,,,,,"Join us in caring for our residents! Job satisfaction and task fulfillment all in one! Enjoy an extra paid wellness day to support physical and mental wellbeing Access 60 + Ryman discounts in childcare, insurance, banking, retail and more! About the Role We have an exciting opportunity to join our supportive team at Jane Winstone Retirement Village in Whanganui as a Laundry Assistant.
This is a Part Timeposition working Saturday 19:00pm–22:00pm and Sunday 1030am -1430pm. In this role you will: E"
in-5f6581499e142fd9,recommend improvements,Soft,,0.851,High,Verified_HIGH,True,0.9,1.27,BERT+LLM,verified_skills.csv,skill_534e8e91f1bb,,,,,,"Job Description Manchester (3 Days Office / 2 Days WFH) Salary: Excellent + Benefits Mediablanket is one of the UK’s fastest -growing fintech groups, expanding rapidly into new territories and sectors.
We build high -performance platforms across finance, telecoms, gaming, and data — and we’re now looking for a strong Senior Laravel Developer to join our engineering team at a pivotal stage of growth.
This is a role for someone who takes ownership, cares about clean architecture, and wants to help"
in-c9632511751e0991,ensure program outcomes align with organisational goals,Soft,,0.89,High,Verified_HIGH,True,0.81,1.26,BERT+LLM,verified_skills.csv,skill_4bbba13f6751,,,,,,"Who we are and what we offer: Interested in shaping skylines across the globe?
Multiplex is a premier construction company with a simple purpose: to construct a better future.
As part of our team, you'll have the opportunity to help deliver some of the world's most iconic projects, supported by approachable leadership and an inclusive culture that puts our people first.
Supporting the business, Multiplex has a Global IT division with colleagues located across Australia, UAE, UK, and Canada worki"
in-270976d5af67c6d6,participate in sprint reviews,Soft,,0.789,Medium High,Verified_HIGH,True,0.8,1.26,BERT+LLM,verified_skills.csv,skill_712199a8f841,,,,,,"As a Software Engineer for our Retailers business function, you develop, write, and test code for software applications or systems.
You are responsible for supporting your software engineering team, ensuring quality standards, and striving for innovation in meeting our business goals. Responsibilities Participate in reviewing code written by peers and receive feedback on your own code to ensure quality and maintainable software development. Learn new technologies, languages, tools, and best prac"
in-222ce273412611d7,apply data analytical methodologies,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.84,1.24,BERT+LLM,verified_skills.csv,skill_6cbada778554,,,,,,"It’s better here. Database Analyst, Finance Transformation What can you expect in this role? In your role as a key member of the finance transformation team, reporting to the Senior Manager of Finance Transformation, your responsibilities will extend across a range of functions, emphasizing both finance and data science expertise.
Your work will involve extensive collaboration with various teams such as Finance, Enterprise Project Management Office (EPMO), Technology Solutions (TS), Enterprise C"
in-3c8268aebb4e73aa,lead technical discussions,Soft,,0.624,Medium,Verified_HIGH,True,0.86,0.95,BERT+LLM,verified_skills.csv,skill_a02e85614dff,,,,,,"Location : AU Practice Management LOCATION Brisbane (preferred) or Melbourne WHO WE ARE Magentus products and services have been at the forefront of delivering health technology for more than 30 years, offering deep expertise across clinical systems, health informatics and practice management.
Driven by our dedicated teams across the globe, our success reflects our passionate commitment to improving healthcare outcomes. HOW YOU’LL HAVE IMPACT We’re hiring a Technical Lead to play a critical role"
in-07a53ea67dd18bf1,collaborate cross-departmentally,Soft,,0.721,Medium High,Verified_HIGH,True,0.9,1.2,BERT+LLM,verified_skills.csv,skill_718c16f5d0bd,,,,,,"Company Overview Performance Drone Works (PDW) builds technologies for the warfighter, by the warfighter.
Born out of the Drone Racing League, our roots are competitive, our mindset is tactical, and our mission is clear: deliver purpose -built unmanned systems to those who serve.
We are not here to sell vapor; we build and ship real capabilities for real missions.
Now, we’re entering a new phase of growth and are seeking a Senior Production Planning Analyst to join our team, contributing to the "
in-adac6ab66452ab07,identify emerging issues,Soft,,0.804,High,Verified_HIGH,True,0.83,1.26,BERT+LLM,verified_skills.csv,skill_cdfd86412f0e,,,,,,"Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest potential. Title and Summary Senior Software Engineer - Java/Spring Who is Mastercard?
Mastercard is a global technology company.
Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making payment and data transactions safe, simple, smart, and accessible.
Using secu"
in-106499859ad2042d,drive continuous improvement in development practices,Soft,,0.842,High,Verified_HIGH,True,0.84,1.25,BERT+LLM,verified_skills.csv,skill_3f0e79600d00,,,,,,"We’re looking for a Senior Software Developer to join our Data Platform team.
In this position, you will be instrumental in the design, development, and upkeep of our big data framework.
You will get the opportunity to work closely with a variety of internal teams to implement scalable and efficient data processing solutions, while ensuring the availability and reliability of our data pipelines.
This is an exciting opportunity to contribute to the progress of our data platform and analytics capa"
in-30964950b5cb0ee8,architect transformative journeys,Hard,Create,1.0,Very High,Verified_HIGH,True,0.9,1.24,BERT+LLM,verified_skills.csv,skill_22ed180dc77d,,,,,,"Your Role We are seeking a bold, seasoned senior consultant to drive large -scale enterprise data and AI transformations across Southeast Asia.
As a Senior Consultant within Enterprise Transformation, you will enable clients to leverage the power of data & analytics efficiently and successfully throughout their enterprise, in order to optimize their business processes, improve their operations and drive performance improvement.
You’ll architect transformative journeys for our clients—grounded in"
in-d0f29ba5682514a8,generate procurement requisitions,Hard,Create,1.0,Very High,Verified_HIGH,True,0.9,1.22,BERT+LLM,verified_skills.csv,skill_11b98d139409,,,,,,"We’re bridging two worlds, moving towards more sustainable energy sources, while helping to provide the energy, chemicals and resources needed now. Purpose We are seeking a highly organized and technically inclined Project Engineering Coordinator to support our project execution team in Sudbury.
This pivotal role will serve as the organizational backbone, ensuring smooth communication between the engineering disciplines, procurement, and site construction.
The ideal candidate will combine strong"
in-bdbd0d581fc9274c,evolve Android platform,Hard,Apply,0.693,Medium,Verified_HIGH,True,0.8,0.94,BERT+LLM,verified_skills.csv,skill_ace753cabd36,,,,,,"Role & Impact As a Senior Android Engineer at Blinq, you’ll take the lead in evolving our Android platform, designing and delivering intuitive, scalable experiences that support millions of users worldwide."
in-4f44c26e3ea91ffc,solve problems,Soft,,0.672,Medium,Verified_HIGH,True,0.81,1.19,BERT+LLM,verified_skills.csv,skill_bb2e1e14c960,,,,,,"Senior/Lead Data Engineer Lead II - Software Engineering You Are: We are looking for an experienced Senior/Lead Data Engineer with 8 + years of expertise in designing and delivering scalable, high -performing data solutions on the Azure ecosystem.
The ideal candidate will have deep hands -on experience with Databricks, Spark, modern data lakehouse architectures, data modelling, and both batch and real -time data processing.
Other relevant essential functions may be required. What You Need: 8 + y"
in-558ae189d27d902f,meet deadlines,Soft,,0.785,Medium High,Verified_HIGH,True,0.8,1.21,BERT+LLM,verified_skills.csv,skill_8575173742d1,,,,,,"Required Position --------------------- Full -time Term Appointment until November 30, 2026 Responsibilities -------------------- Reporting to the Director, Talent Management and Service, the Functional HR Business Analyst is a key role in supporting the HR Transformation Program by enhancing streamlined HR processes, improving operational efficiency, and ensuring that systems and workflows effectively support HR's strategic objectives.
As a key liaison between HR and other stakeholders (includi"
in-b9f5a66ba730b8d3,build trusting relationships,Soft,,0.949,Very High,Verified_HIGH,True,0.84,0.99,BERT+LLM,verified_skills.csv,skill_79f259bccd72,,,,,,"Résumé des fonctions. --------------------------- The Senior Analyst, Business Operations eCommerce, supports the execution of strategies to enhance eCommerce operations.
Responsibilities include data analysis, strategy implementation, process optimization, and cross -functional collaboration to improve efficiency, customer satisfaction, and business growth.
Ce que vous ferez.
The Senior Analyst, Business Operations eCommerce, supports the development and execution of strategic initiatives to en"
in-5bb3b900ca943f6e,drive automation initiatives,Hard,Apply,0.92,Very High,Verified_HIGH,True,0.84,1.17,BERT+LLM,verified_skills.csv,skill_bbb6a4dadc82,,,,,,"Description The Staff Applications Specialist will play a pivotal role in advancing the organization’s data visualization and reporting capabilities, serving as a key contributor to the Power Data Visualization team.
This position focuses on the end -to -end development, enhancement, and maintenance of critical dashboards and reporting platforms for execution and historical reporting.
The specialist will drive automation and advanced analytics initiatives, working closely with leadership, Projec"
in-e0e8649e3aea76ad,mentor junior engineers,Soft,,0.844,High,Verified_HIGH,True,0.83,1.26,BERT+LLM,verified_skills.csv,skill_f86d64926177,,,,,,"Requisition ID: 71925 Date: Nov 18, 2025 Location: Singapore, Singapore, SG Department: Engineering Description: At West, we’re a dedicated team that is connected by a purpose to improve patient lives that has been at the center of our Company for more than a century.
And are equally committed to creating a healthier environment and planet through our sustainability efforts. #### Job Summary In this role you will be responsible for process engineering tasks in the West Jurong facility.
The role "
in-e25fa32210192499,explain complicated things simply,Soft,,0.874,High,Verified_HIGH,True,0.83,1.24,BERT+LLM,verified_skills.csv,skill_be1e65d50a8e,,,,,,"Bitwarden is the trusted identity security leader for millions of users worldwide, empowering enterprises, developers, and individuals to securely manage and share sensitive information anywhere.
Bitwarden makes it easy for all users to extend robust security across their devices with password management, secrets management, and passwordless and passkey innovations.
The company is headquartered in Santa Barbara, California with team members located across the globe.
Learn more at bitwarden.com.
"
in-7ed40d80ae62c22c,design logical and physical analytic data structures,Hard,Create,0.836,High,Verified_HIGH,True,0.81,0.95,BERT+LLM,verified_skills.csv,skill_145911670117,,,,,,"To learn more, please click on link below: Disclosure Statements Title: Data Architect, Data Modeling & Integration Design Focus Company: Tampa Electric Company Location: Midtown East Tower State and City: Florida - Tampa Shift: 8 Hr.
X 5 Days Hiring Manager: Miral M Vora Recruiter: Mark E Koener TITLE: Data Architect, Data Modeling & Integration Design Focus PERFORMANCE COACH: Manager IT Data Analytics & Reporting COMPANY: Tampa Electric Company DEPARTMENT: Information Technologies/Advanced Dig"
in-d6831229e8f59c34,encourage team members to think for themselves,Soft,,1.0,Very High,Verified_HIGH,True,0.78,1.2,BERT+LLM,verified_skills.csv,skill_82602c2af612,,,,,,"A &A - Sustainability & Emerging Assurance - Manager Date: 24 Nov 2025 Service Line / Portfolios: Assurance Location:Singapore, Singapore, SG Title: A &A - Sustainability & Emerging Assurance (based in Singapore ) – Manager Are you ready to unleash your potential? At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.
Join the winning team now! Work you’ll do Position Summary Primary Role: Manager, ESG Advisory Join our dynamic team "
in-e3f0daf187e82d4b,launch new business processes,Hard,Create,1.0,Very High,Verified_HIGH,True,0.8,1.28,BERT+LLM,verified_skills.csv,skill_fb9ecb5896e9,,,,,,"Salesforce Administrator Location: UK Flexible (Hybrid - between home and office with regular travel to London Head Office) Hours: 35 per week 18 months Fixed Term Contract Salary Range: £46,807 - £50,968 (plus inner London weighting, £3,344, if applicable) per annum British Red Cross are looking for a skilled Salesforce Administrator to lead the ongoing development of our Salesforce platform.
Do you have a strong track record of improving processes and driving user adoption?
Do you enjoy turnin"
in-9bf4d6d9ee1e4a14,identify and implement ways to increase business efficiencies and operational process,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.78,1.19,BERT+LLM,verified_skills.csv,skill_e6676da2b8ae,,,,,,"Now Brewing – Sr Sourcing Specialist, Traceability | Global Sourcing! #tobeapartner From the beginning, Starbucks set out to be a different kind of company.
One that not only celebrated coffee and the rich tradition, but that also brought a feeling of connection.
We are known for developing extraordinary leaders who share this passion and are guided by their service to others.
This job contributes to Starbucks success by joining a small team that will build a new multi -year enterprise supply ch"
in-6bc1332a0f382a15,manage project timelines,Soft,,0.814,High,Verified_HIGH,True,0.83,1.26,BERT+LLM,verified_skills.csv,skill_283f0216e046,,,,,,"At Sephora we inspire our customers, empower our teams, and help them become the best versions of themselves.
We are united by a common goal - to reimagine the future of beauty.
Advanced Excel, Python/R and dbt experience preferred. Experience leading analytics initiatives that directly impacted e -commerce growth. Strong commercial acumen with ability to link data insights to business strategy and outcomes. Excellent stakeholder management and communication skills with senior leadership exposur"
in-64f69de729c65f57,conduct risk assessments,Hard,Evaluate,0.993,Very High,Verified_HIGH,True,0.83,1.2,BERT+LLM,verified_skills.csv,skill_55ba0b4b8217,,,,,,"Senior Production Engineer ============================== Location: Abbotsford, VIC, AU, 3067 Keswick, SA, AU, 5035 Onsite or Hybrid: Hybrid Header ---------- Senior Production Engineer Career development opportunities Competitive rewards and benefits Flexible working options Your Role ------------- About the Role As a Senior Production Engineer at Babcock, you will play a key leadership role within an integrated engineering team, guiding and developing your people while ensuring the timely and "
in-688fd1d9e8408c48,run analytical projects,Hard,Apply,0.995,Very High,Verified_HIGH,True,0.85,1.2,BERT+LLM,verified_skills.csv,skill_4c9a369858e5,,,,,,"Are you a passionate data science leader who thrives on turning complex data into impactful business solutions?
RACV is looking for a Lead Data Scientist to lead our Advanced Analytics team.
The successful candidate will champion the use of data -driven decision -making across the organisation.
In this role, you'll be instrumental in inspiring , shaping and delivering a roadmap of advanced statistical models and machine learning solutions that directly improve customer experiences and business p"
in-6fad43b7123e61ce,build entire features,Hard,Create,1.0,Very High,Verified_HIGH,True,0.8,1.25,BERT+LLM,verified_skills.csv,skill_db6136091d53,,,,,,"### Job Description: Are you interested in serving the needs of millions of customers by building the best -in -class digital experience that helps them in financial planning, investing, and retirement solutions?
Our chapter comprises teams that work on a wide range of applications and platforms like Fidelity.com and Fidelity Investments (Mobile/Android).
We are looking for product -aware engineers who are passionate, inquisitive, and responsible individuals to help us on our mission to deliver "
in-71c53d7fc1cbff2a,troubleshoot non-performance issues,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.86,1.26,BERT+LLM,verified_skills.csv,skill_0d3cd7ab67a8,,,,,,"Our leaders collaborate closely to ensure the success of their teams, and we work together to achieve shared goals, creating a challenging and rewarding workplace for everyone. Note: Before applying, please be aware that the candidates must be located in Australia or have the authorization to work in Australia to be considered for this position. About the Role Bullhorn is looking for a problem -solving database -focused technologist to become our next Database Administrator II .
The Database Adm"
in-78e1a1bd1a779ce1,manage ad-hoc requests,Soft,,0.769,Medium High,Verified_HIGH,True,0.77,1.22,BERT+LLM,verified_skills.csv,skill_bd9c2fb6fef2,,,,,,"For our business, for clients, and for you Reporting Solutions Specialist Location : Auckland Description The Reporting Solutions Specialist is a client -facing technical role responsible for translating complex data into accurate, actionable insights.
You will design, build, and maintain reports and dashboards that support decision -making, regulatory compliance, and business growth.
Working closely with internal teams and clients, you will ensure reporting outputs are robust, user -friendly, a"
in-7d12206e33578a17,prepare trial subpoenas,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.81,1.23,BERT+LLM,verified_skills.csv,skill_f265dd2a48b7,,,,,,"Summary ----------- The U.S.
Attorney's Office for the District of Columbia is unique in the size and the scope of its work.
It serves as both the local and the federal prosecutor for the nation's capital.
On the local side, AUSAs assigned to the Superior Court Division prosecute cases ranging from misdemeanors to homicides.
On the federal side, AUSAs assigned to the Criminal Division prosecute federal crimes.
The Civil Division further defends the United States in civil suits brought in the Dis"
in-41a2927f88574782,work with cross-functional teams,Soft,,1.0,Very High,Verified_HIGH,True,0.8,1.23,BERT+LLM,verified_skills.csv,skill_9b8eede5ff8c,,,,,,"DESCRIPTION --------------- The Amazon Artificial General Intelligence (AGI) Data Services organization is responsible for developing diverse datasets to train and evaluate the Amazon AI models.
We are looking for Senior Language Engineers to join our science and engineering team to support the development of complex, multimodal datasets, using a range of approaches including synthetic data generation, model -supported data generation, and human -in -the -loop data collections.
You will play a c"
in-803f0fdc0bd6c99f,develop and maintain standardized operational procedures,Hard,Create,1.0,Very High,Verified_HIGH,True,0.88,1.21,BERT+LLM,verified_skills.csv,skill_d231210c4453,,,,,,"ID: 569126 Location: Montreal Qc, CA Sr Security Operations Analyst Led by Rodolphe Saadé, the CMA CGM Group, a global leader in shipping and logistics, serves more than 420 ports around the world on five continents.
With its subsidiary CEVA Logistics, a world leader in logistics, and its air freight division CMA CGM AIR CARGO, the CMA CGM Group is continually innovating to offer its customers a complete and increasingly efficient range of new shipping, land, air and logistics solutions.
Committ"
in-748801e8b898abcc,ensure high availability and reliability of services,Hard,Analyze,0.883,High,Verified_HIGH,True,0.81,0.91,BERT+LLM,verified_skills.csv,skill_f8c9e79a87d6,,,,,,"Staff Engineer Full Stack Web We're embarking on an engineering transformation with a key focus on team leadership and engineering excellence. You have knowledge that spans across development and operations, including coding, infrastructure management, system admin/engineering, and DevOps Toolchains. Together we will build tomorrow’s bank today, using world -leading engineering, technology, and innovation. Do work that matters : CommBank is driving a major engineering transformation, aiming to r"
in-b8e58953884c79df,document technical specifications,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.9,1.25,BERT+LLM,verified_skills.csv,skill_25de3033f538,,,,,,"### About The Role Are you an Infrastructure Engineer ready for your next challenge?
Join our team at Sunbelt Rentals UK, where our mission is to deliver a world -class experience and our vision is to own the future of rentals.
In this role, you'll provide technical support across a range of internal systems, working to agreed quality standards and SLAs.
The role is based on a Hybrid pattern with a minimum of one day per week in the office. Core Duties Install, configure, and support servers and"
in-38d546734c6586b8,implement critical technology solutions,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.88,1.19,BERT+LLM,verified_skills.csv,skill_9b399ac778a7,,,,,,"JOB DESCRIPTION We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible.
As a Senior Lead Frontend Engineer at JPMorgan Chase within the Risk Technology team, you will be a key player in an agile team, tasked with designing and delivering secure, stable, and scalable market -leading technology products.
Your role involves implementing critical technology solutions across various technical areas within different business functions to "
in-a9fee87500584a6a,maintain labor percentages,Hard,Analyze,0.822,High,Verified_HIGH,True,0.84,0.96,BERT+LLM,verified_skills.csv,skill_df67c1dfb513,,,,,,"GENERAL MANAGER OF OUTLETS We are looking for an exceptional and passionate leader to join our team in Miami.
If you are an inspiring leader and communicator, a people person through and through and have a genuine desire to be part of something big then your journey should start here.
Help us to create an unforgettable experience. WHO ARE WE Freehand is on a journey.
Appropriate, given that we're a shared accommodation brand.
Freehand swung through the US coolest cities on its way to dominating "
in-91ed5351dd706057,provide training to end users,Soft,,0.771,Medium High,Verified_HIGH,True,0.76,1.22,BERT+LLM,verified_skills.csv,skill_ba889de9861b,,,,,,"We are looking for a skilled and driven Fire, CCTV, and Security Systems Engineer to join our expanding team in Dublin.
Responsibilities: Conduct comprehensive site surveys and produce tailored security and fire system solutions.
Configure and integrate CCTV systems within IT networks (TCP/IP, VLANs, firewalls).
Set up remote access functionality for CCTV and intruder alarm systems.
Diagnose, fault -find, and resolve issues promptly while providing top -quality technical support.
Keep up to date"
in-76d5c33989ff2a08,maintain reporting frameworks,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.88,1.17,BERT+LLM,verified_skills.csv,skill_f952a320c45e,,,,,,"As the Senior Finance Operations and Compliance Manager, you will play a pivotal role in establishing and maintaining robust financial management, governance, compliance and reporting frameworks in alignment with CAAS requirements.
This position is critical to safeguarding the integrity, accuracy, and efficiency of SAFCo’s operations as we implement Singapore’s national SAF policy.
Your scope will include oversight of SAF levy management, procurement processes, financial accounting, and Environm"
in-771baa9b246cf0b6,conduct monthly analysis,Hard,Apply,0.87,High,Verified_HIGH,True,0.82,1.23,BERT+LLM,verified_skills.csv,skill_f61ba5b0ccf0,,,,,,"Department: Finance - ANZ Location: Auckland, NZ, 1023 Job Function: Finance - ANZ Employment Type: Full time Join The Arnott’s Group and be part of a 160 -year legacy of crafting delicious moments with iconic brands loved across the globe. About the Role: The Senior Supply Chain Finance Analyst plays a pivotal role in driving the financial performance and strategic decision -making within Arnott’s NZ.
This position is responsible for partnering with our production site, developing and maintaini"
in-6be4cc6fff1b0089,lead development of end-to-end features,Hard,Create,0.998,Very High,Verified_HIGH,True,0.78,1.21,BERT+LLM,verified_skills.csv,skill_29468cfa88a1,,,,,,"With our momentum—backed by a $17 .3 billion valuation and $1 B in Annual Recurring Revenue (ARR) in just over five years—you'll drive meaningful impact while building expertise that makes you a sought -after leader in the transformation of global work. About the Role: We are seeking a passionate and highly experienced Staff Product Designer to join our dynamic team.
You will lead design initiatives across vertical and horizontal projects, collaborating closely with cross -functional teams to en"
in-85200796bf1d03ef,provide meaningful analysis,Hard,Apply,0.947,Very High,Verified_HIGH,True,0.86,1.28,BERT+LLM,verified_skills.csv,skill_653acb6ee5cb,,,,,,"Brandt, Canada’s largest equipment dealer, is a global, family -owned company that values innovation, teamwork, and professional growth.
We are seeking a Market Insight Specialist focused on Construction, Forestry, and Material Handling.
Operating across Canada’s coast -to -coast sales network, this role plays a critical part in turning standardized data into actionable insights that support daily business operations.
Responsibilities include creating, maintaining, and delivering timely reportin"
in-8de8bf86d60a88c1,thrive in a fast-paced environment,Soft,,0.829,High,Verified_HIGH,True,0.77,1.32,BERT+LLM,verified_skills.csv,skill_d13484a3e257,,,,,,"Company Overview At True Venture Group, we are more than a leader in community -based healthcare—we are catalysts for meaningful change.
Our mission is to identify and nurture business opportunities that drive innovation, enhancing the health and well -being of the communities we serve.
Our unwavering commitment to expanding access to care and promoting health equity fuels everything we do.
We empower underserved populations with a diverse range of home -based care services, including Home Healt"
