job_id,raw_text,final_skills,final_skills_count,final_knowledge,final_knowledge_count,final_hard_skills,final_soft_skills,final_bloom_distribution,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,missing_components_count,model_agreement_score,final_avg_confidence,avg_semantic_density,avg_context_agreement
in-b1f401373e3be9da,"JOB DESCRIPTION Job Description We have an exciting and rewarding opportunity for you to take your software engineering career to the next level.
As a Software Engineer II at JPMorgan Chase within the Investment Banking(CIB), you serve as a seasoned member of an agile team to design and deliver trusted market -leading technology products in a secure, stable, and scalable way.","[""design technology products"", ""deliver technology products"", ""serve on an agile team"", ""seasoned"", ""design"", ""deliver trusted market -leading technology products in a secure"", ""stable"", ""scalable way.""]",8,"[""agile"", ""software engineering"", ""Investment Banking"", ""CIB""]",4,7,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 2, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 1}",0.223172587156733,0.1606949506647987,0.1216481453494022,7,0.0,0.567471903996795,0.7951666666666667,0.84375
in-ab68b156f4ab2698,"Thompson -Nicola Regional District Data Analyst ------------------------------------------------------- The Thompson -Nicola Regional District (TNRD) would like to acknowledge that we connect with many First Nation communities across our vast regional district.
The position is based out of the TNRD Civic Building located in downtown Kamloops but remote or hybrid work may be considered. Required Education and Experience Diploma or degree in Data Analytics, Information Technology, Business Intelli","[""analyze data""]",1,"[""Data Analytics"", ""Information Technology"", ""Business Intelligence"", ""Computer Science"", ""College"", ""CEGEP"", ""Diploma""]",7,1,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.1458608317963076,0.0173034723487013,0.1458608317963076,13,0.0,0.6964578892800002,0.765,0.9
in-711c63dfb497039c,"Work Location: Toronto, Ontario, Canada Hours: 37 .5 Line of Business: Technology Solutions Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues.
Business Systems Analyst) Proactively identify and track requirements risks, issues, assumptions, dependencies, constraints and anticipate and effectively manage risks related to requirements.","[""identify requirements risks"", ""track requirements risks"", ""track issues"", ""track assumptions"", ""track dependencies"", ""track constraints"", ""manage risks related to requirements"", ""Proactively"", ""identify"", ""issues"", ""anticipate""]",11,[],0,10,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 8, ""Analyze"": 2, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 1}",0.0491894911090496,0.0491894911090496,0.0,17,0.3110217584504021,0.7247046170349543,0.8435000000000001,0.9989012774704112
in-4be31e02d40d722c,"We're on the lookout for a talented and driven Financial Analyst to bring their skills to our collaborative and growth -oriented organization, making a significant contribution.
If you are ready to leverage your analytical abilities to provide critical insights and support strategic decision -making, we have an exciting opportunity for you!
Get ready for your next career move and apply today!
We offer a competitive compensation package with RRSP company matching; Flexible Medical, Dental, and Vi","[""analyze financial data"", ""provide critical insights"", ""support strategic decision-making"", ""use Excel"", ""communicate effectively"", ""lead teams"", ""work as part of a team"", ""work independently"", ""talented"", ""driven"", ""leverage your analytical abilities"", ""communication skills"", ""leadership capability."", ""independently.""]",14,"[""accounting"", ""finance"", ""analytics"", ""continuous improvement"", ""quantitative analysis"", ""Excel"", ""TM1"", ""Power Bi"", ""Tableau"", ""Cognos"", ""database and reporting tools"", ""logistics"", ""trucking""]",13,9,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 7, ""Analyze"": 1, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 5}",0.1399066764613722,0.0586737717470406,0.1399066764613722,14,0.2222222222222222,0.6698054809123235,0.8236607142857143,0.9444444444444444
in-92f803b15454a7da,"SITE MANAGER Reports to: Compartmentation Director Office location: London Salary: £60,000 -£65,000 per year plus discretionary bonus The Company: The A S Ramsay Group are award winning building contractors based in London and the Southeast.
Our primary point of company culture is to ensure our staff focus on having a ‘service first’ approach, being approachable, honest and clear with our clients.
We strive to be at the very top of our industry in terms of quality control, development of staff, ","[""manage fire compartmentation projects"", ""monitor quality of delivery"", ""produce quality reports"", ""ensure compliance with health and safety legislation"", ""conduct fire compartmentation surveys"", ""identify breaches and areas requiring remedial action"", ""create a positive environment"", ""write and create professional reports"", ""evidence works and compliance"", ""oversee fire compartmentation projects"", ""planning"", ""coordinating"", ""remedial"", ""Ensure that our Site Managers are completing their obligations"", ""updating the program"", ""evidencing our work"", ""committed"", ""driven"", ""achieve"", ""write"", ""evidencing works"", ""health"", ""safety compliance""]",23,"[""PAS 9980"", ""BS 9999"", ""Boris"", ""Letsbuild"", ""fire compartmentation"", ""fire safety"", ""remedial works"", ""quality control"", ""health and safety legislation"", ""project plan"", ""final""]",11,21,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 11, ""Analyze"": 5, ""Evaluate"": 0, ""Create"": 5, ""N/A"": 2}",0.1294208087563465,0.096787480639914,0.070575465654072,13,0.3181313276290893,0.6511388166154634,0.8132204968944101,0.9811353199624429
in-86eb802832fe3a14,"Real Estate Strategy & Analytics manager Reporting to the VP, Real Estate, Facilities & Procurement, the Manager, Real Estate Strategy & Analytics helps shape the company’s long -term real estate strategy through data -driven insights, spatial analysis, and network optimization.
The role supports portfolio growth by developing client and market profiles, identifying strategic opportunities, and informing real estate decisions through analytics and GIS mapping.
We are Canada’s leading community h","[""shape long-term real estate strategy"", ""develop client and market profiles"", ""identify strategic opportunities"", ""inform real estate decisions through analytics"", ""support portfolio growth"", ""work together to make a meaningful difference"", ""contribute to the diversification of ideas and perspectives"", ""developing client"", ""market profiles"", ""informing real estate decisions"", ""analytics""]",11,"[""Real Estate Strategy"", ""Analytics"", ""Spatial Analysis"", ""Network Optimization"", ""GIS mapping"", ""Data-driven insights"", ""Portfolio Management"", ""Healthcare"", ""Rehabilitation"", ""Home Care"", ""Equity and Inclusion"", ""spatial""]",12,9,2,"{""Remember"": 2, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 1, ""Evaluate"": 3, ""Create"": 2, ""N/A"": 2}",0.1158765257093227,0.032963897193999,0.1120538912690617,14,0.1411746570042201,0.6226474269763439,0.8171948051948054,0.9194982812522392
in-79c605b5e1b3bd21,"Open Position: Junior Database Administrator Reports to: Director of Tech Operations/Services Location: Remote About Us: At HST Pathways, we’re passionate about transforming healthcare.
Our innovative software empowers surgery centers to provide care that’s not only more cost -efficient but also leads to better outcomes for patients.
Backed by Bain Capital, we’re a profitable, fully remote SaaS company that’s growing quickly and entering an exciting new stage of expansion.
With that growth comes","[""maintain SQL environments"", ""support SQL environments"", ""learn best practices for database administration"", ""work in a fast-paced environment"", ""build strong relationships"", ""contribute to a positive team culture"", ""collaborate with teammates"", ""quick"", ""learner"", ""evolving environment."", ""roll up your sleeves"", ""take on a high -volume workload"", ""energy"", ""enthusiasm."", ""data"", ""results"", ""assist""]",17,"[""SQL"", ""database administration"", ""SaaS""]",3,13,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 11, ""Analyze"": 1, ""Evaluate"": 1, ""Create"": 0, ""N/A"": 4}",0.1130406134375207,0.1130406134375207,0.0552502176564135,13,0.3189351518948873,0.63386511009552,0.805235294117647,0.988460442308278
in-aab2da6f6b59d5a6,"DatamanUSA has an exciting opportunity for a talented Database Administrator to work with one of our direct clients in Salem, OR.
We love referrals!
Please refer us to your friends, family and colleagues for this opportunity.",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-07c3caf0e6bbdcf4,"Aviron (https: www.avironactive.com/), a Y -Combinator company, transforms boring workouts into habit -building fitness entertainment through its innovative game -based cardio equipment, including rowing machines, bikes and treadmills.
Y -Combinator, a startup incubator renowned for nurturing groundbreaking startups like Airbnb, Dropbox, and Instacart, has been instrumental in Aviron's journey, supporting rapid growth through two funding rounds totaling ~$35M.
Founded with the mission to End Bor","[""lead budgeting and forecasting processes"", ""build and maintain driver-based financial models"", ""perform scenario analysis and sensitivity modelling"", ""partner with finance and supply chain"", ""support purchase order tracking and reconciliation"", ""perform variance analysis"", ""translate operational performance into financial outcomes"", ""collaborate cross-functionally"", ""guide data-driven initiatives"", ""improve cost visibility"", ""assess operational performance"", ""deliver accurate reporting"", ""drive informed business decisions"", ""work with teams in different time zones"", ""self"", ""producing amazing work."", ""own your work"", ""forecasting"", ""strategic analysis"", ""partner closely with leaders"", ""enhance efficiency"", ""profitability."", ""Lead the budgeting"", ""forecasting processes"", ""Build"", ""link operational KPIs"", ""Perform scenario analysis"", ""sensitivity modelling"", ""evaluate the impact of operational or pricing changes on cost"", ""Partner"", ""ensure forecasts align""]",31,"[""Financial Planning & Analysis (FP&A)"", ""budgeting"", ""forecasting"", ""driver-based financial models"", ""operational KPIs"", ""scenario analysis"", ""sensitivity modelling"", ""purchase order (PO) tracking"", ""variance analysis"", ""logistics"", ""fulfillment"", ""white glove delivery"", ""service costs"", ""freight rates"", ""returns"", ""installation costs"", ""Supply Chain"", ""Operations"", ""office politics."", ""installation costs)""]",20,27,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 15, ""Analyze"": 1, ""Evaluate"": 5, ""Create"": 6, ""N/A"": 4}",0.1226044019723932,0.1226044019723932,0.0433134437351895,13,0.3112032723426819,0.6706312357447171,0.8198686635944701,0.981920789655368
in-4ebd0b1d23e3cc56,"Cost Accountant Heatherbrae, NSW About the Role: Based at our Heatherbrae site and reporting to the Head of Finance and Business Control, the Cost Accountant plays a key role in developing and maintaining standard costing across our manufacturing operations.
This includes analysing manufacturing efficiencies, variances, and supporting decision -making to optimise profitability and reduce waste.
You will work closely with management to provide insights that drive operational and financial improve","[""develop and maintain standard costs"", ""analyse manufacturing operations"", ""analyse variances"", ""analyse equipment utilisation"", ""conduct scenario analysis"", ""manage inventory counts"", ""prepare high-level financial reporting"", ""assist with monthly management accounts"", ""perform reconciliations of allocated General Ledger accounts"", ""use accounting software"", ""use advanced Excel functions"", ""communicate effectively"", ""manage multiple priorities"", ""support decision-making"", ""work closely with management"", ""provide insights"", ""developing"", ""analysing manufacturing efficiencies"", ""variances"", ""optimise profitability"", ""reduce waste."", ""drive operational"", ""financial improvements."", ""Develop"", ""maintain standard costs for manufactured inventory"", ""services"", ""identify opportunities for cost optimisation."", ""adjustments"", ""reporting on slow -moving or obsolete stock."", ""analytical skills"", ""attention to detail"", ""collaborative approach."", ""numbers"", ""quantitative"", ""development of costing procedures""]",35,"[""full absorption cost methodology"", ""Finance"", ""Accounting"", ""cost accounting"", ""accounting software"", ""Microsoft Navision"", ""Excel"", ""lookups"", ""pivot tables"", ""Manufacturing industry"", ""business intelligence programs"", ""Power BI"", ""IFRS"", ""ground control solutions"", ""galvanising"", ""Excel functions."", ""Microsoft"", ""numbers""]",18,28,7,"{""Remember"": 0, ""Understand"": 2, ""Apply"": 19, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 6, ""N/A"": 7}",0.1849453478384076,0.1263515825310461,0.1220343245837996,10,0.3833282969214699,0.7131929068829193,0.8435622448979593,1.0295437373133554
in-155b952ab23eb556,"### FULL TIME, REMOTE Design & Integration, a premier technology integration contractor, is seeking an experienced AV Design Engineer.
The Engineer is responsible for converting customer requirements and system concepts into fully developed, functional audiovisual (AV) designs for commercial, educational, and enterprise environments.
This role involves close collaboration with clients, architects, engineers, and contractors during the design phase and with sales, project management, and installa","[""convert customer requirements into functional AV designs"", ""collaborate with clients, architects, engineers, and contractors"", ""collaborate with sales, project management, and installation teams"", ""conduct client discovery meetings"", ""conduct site surveys"", ""assess technical requirements"", ""translate customer needs into functional system designs"", ""create comprehensive AV system documentation"", ""communicate technical details to stakeholders"", ""address complex technical issues"", ""navigate construction sites"", ""climb ladders"", ""lift objects up to 50 lbs"", ""work on a computer for extended periods"", ""converting customer requirements"", ""system concepts into"", ""technical expertise"", ""attention to detail"", ""communication skills."", ""Communication:"", ""communication skills"", ""effectively"", ""communicate technical details to both technical"", ""non -technical stakeholders."", ""Problem"", ""diagnostic"", ""problem -solving abilities"", ""work on a computer""]",28,"[""AutoCAD"", ""Microsoft Office Suite"", ""Excel"", ""Word"", ""Outlook"", ""BIM"", ""Revit"", ""Navisworks"", ""AVIXA CTS-D"", ""CTS"", ""signal flow diagrams"", ""floor plans"", ""reflected ceiling plans"", ""rack elevations"", ""construction details"", ""audiovisual (AV) systems"", ""detailed"", ""Outlook)"", ""Design)""]",19,22,6,"{""Remember"": 0, ""Understand"": 3, ""Apply"": 13, ""Analyze"": 1, ""Evaluate"": 1, ""Create"": 4, ""N/A"": 6}",0.2204349454756778,0.1363127228882284,0.0841222225874494,8,0.3806194740792979,0.7151286120774633,0.8246938775510203,1.018873741790039
