job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-484e7933519731ed,,implement technology,Hard,Analyze,0.63,Medium,GPT,0.89,0.9
in-484e7933519731ed,,embed technology into business processes,Hard,Analyze,0.621,Medium,GPT,0.82,0.9
in-2120652b63849fe9,,assess business operations,Hard,Evaluate,0.678,Medium,GPT,0.84,0.9
in-2120652b63849fe9,,evaluate employee benefits,Hard,Evaluate,0.678,Medium,GPT,0.84,0.9
in-2120652b63849fe9,,analyze charitable giving,Hard,Analyze,0.677,Medium,GPT,0.83,0.9
in-2120652b63849fe9,,assess sustainability practices,Hard,Evaluate,0.685,Medium,GPT,0.89,0.9
in-6b3059eeeb93ef35,,develop engineering expertise,Hard,Create,0.712,Medium High,GPT,0.87,0.9
in-6b3059eeeb93ef35,,take on complex tasks,Hard,Apply,0.584,Medium Low,GPT,0.74,0.9
in-6b3059eeeb93ef35,,solve problems,Soft,,0.608,Medium,GPT,0.8,0.9
in-6b3059eeeb93ef35,,communicate ideas,Soft,,0.613,Medium,GPT,0.84,0.9
in-d136d381eda00c09,,lead at every level,Soft,,0.625,Medium,GPT,0.72,0.9
in-d136d381eda00c09,,win a better way,Soft,,0.622,Medium,GPT,0.7,0.9
in-f2412322351b3870,,ensure competitiveness,Soft,,0.649,Medium,GPT,0.9,0.9
in-f2412322351b3870,,use market data,Hard,Apply,0.663,Medium,GPT,0.73,0.9
in-b487c81a3e1668e8,,drive technical innovation,Hard,Apply,1.0,Very High,BERT+GPT,0.85,1.4
in-b487c81a3e1668e8,,deliver impactful AI solutions,Hard,Apply,1.0,Very High,BERT+GPT,0.79,1.39
in-c23534155254fc2d,,understand operational realities,Soft,,0.649,Medium,GPT,0.9,0.9
in-c23534155254fc2d,,understand innovation needed to succeed,Soft,,0.637,Medium,GPT,0.81,0.9
in-ac969f923365d2b5,,report requests,Soft,,0.637,Medium,GPT,0.81,0.9
in-1d5dfc4af4678864,,create sports products,Hard,Create,0.672,Medium,GPT,0.8,0.9
in-1d5dfc4af4678864,,market entertainment products,Hard,Remember,0.602,Medium,GPT,0.87,0.9
in-1d5dfc4af4678864,,foster connections between fans and heroes,Soft,,0.634,Medium,GPT,0.79,0.9
in-56b20c48601c72aa,,adapt to change,Soft,,0.627,Medium,GPT,0.73,0.9
in-0b9de56295384d58,,recruit people,Soft,,0.635,Medium,GPT,0.8,0.9
in-0b9de56295384d58,,retain people,Soft,,0.633,Medium,GPT,0.78,0.9
in-0b9de56295384d58,,reward people,Soft,,0.633,Medium,GPT,0.78,0.9
in-0b9de56295384d58,,develop people,Soft,,0.635,Medium,GPT,0.8,0.9
in-49692a7e0b9ffaf0,,support growth of rail market,Soft,,0.629,Medium,GPT,0.75,0.9
in-49692a7e0b9ffaf0,,deliver rail improvement projects,Hard,Create,0.596,Medium Low,GPT,0.83,0.9
in-49692a7e0b9ffaf0,,manage local community rail enhancement projects,Soft,,0.61,Medium,GPT,0.81,0.9
in-52c0698b495db794,,generate qualified pipeline,Hard,Create,1.0,Very High,BERT+GPT,0.85,1.43
in-52c0698b495db794,,accelerate revenue,Hard,Evaluate,1.0,Very High,BERT+GPT,0.86,1.43
in-52c0698b495db794,,build scalable growth model,Hard,Create,1.0,Very High,BERT+GPT,0.77,1.43
in-26690ce23c3fecfb,,"work collaboratively with engineers, surveyors, and contractors",Soft,,0.64,Medium,GPT,0.84,0.94
in-26690ce23c3fecfb,,ensure designs meet Council standards and regulatory requirements,Hard,Create,0.647,Medium,GPT,0.82,0.94
in-26690ce23c3fecfb,,use CAD software,Hard,Apply,0.722,Medium High,GPT,0.74,0.94
in-26690ce23c3fecfb,,maintain strong attention to detail and accuracy,Soft,,0.631,Medium,GPT,0.78,0.94
in-26690ce23c3fecfb,,adopt a methodical and organised approach,Soft,,0.741,Medium High,BERT+GPT,0.82,1.19
in-26690ce23c3fecfb,,meet deadlines,Soft,,0.782,Medium High,BERT+GPT,0.8,1.22
in-26690ce23c3fecfb,,communicate effectively,Soft,,0.647,Medium,GPT,0.9,0.94
in-26690ce23c3fecfb,,collaborate with team,Soft,,0.69,Medium,GPT,0.79,0.94
in-26690ce23c3fecfb,,work collaboratively with engineers,Hard,Create,0.533,Medium Low,BERT (standalone),0.84,0.84
in-26690ce23c3fecfb,,surveyors,Hard,Analyze,0.536,Medium Low,BERT (standalone),0.87,0.84
in-26690ce23c3fecfb,,contractors,Hard,Apply,0.501,Medium Low,BERT (standalone),0.9,0.84
in-26690ce23c3fecfb,,attention to detail,Hard,Understand,0.609,Medium,BERT (standalone),0.77,0.84
in-26690ce23c3fecfb,,accuracy,Hard,Apply,0.363,Very Low,BERT (standalone),0.84,0.84
in-26690ce23c3fecfb,,methodical and,Hard,Apply,0.452,Low,BERT (standalone),0.8,0.84
in-26690ce23c3fecfb,,communication skills,Soft,,0.716,Medium High,BERT (standalone),0.89,0.84
in-26690ce23c3fecfb,,collaborative mindset,Hard,Apply,0.478,Low,BERT (standalone),0.9,0.84
in-9225863e6d160225,,perform maintenance activities,Hard,Apply,0.684,Medium,GPT,0.88,0.9
in-87bf3cb4ed2f3080,,shape markets,Hard,Remember,0.591,Medium Low,GPT,0.78,0.9
in-87bf3cb4ed2f3080,,shape culture,Soft,,0.633,Medium,GPT,0.78,0.9
in-87bf3cb4ed2f3080,,shape the future of finance,Hard,Apply,0.56,Medium Low,GPT,0.74,0.9
in-337b870b8311309e,,adhere to health and safety instructions,Soft,,0.633,Medium,GPT,0.78,0.9
in-337b870b8311309e,,ensure safe work practices,Soft,,0.632,Medium,GPT,0.77,0.9
in-337b870b8311309e,,ensuring that the work,Hard,Apply,0.381,Very Low,BERT (standalone),0.74,0.81
in-337b870b8311309e,,adhering to the advice,Hard,Apply,0.437,Low,BERT (standalone),0.74,0.81
in-337b870b8311309e,,instructions on,Hard,Apply,0.443,Low,BERT (standalone),0.81,0.81
in-918af191ba357cba,,use Python,Hard,Apply,0.704,Medium High,GPT,0.74,0.96
in-918af191ba357cba,,use ArcGIS Online,Hard,Apply,0.707,Medium High,GPT,0.75,0.96
in-918af191ba357cba,,manage data,Hard,Apply,0.707,Medium High,GPT,0.75,0.96
in-918af191ba357cba,,analyze data,Hard,Analyze,0.709,Medium High,GPT,0.77,0.96
in-918af191ba357cba,,create maps,Hard,Create,0.707,Medium High,GPT,0.75,0.96
in-918af191ba357cba,,work with spatial data formats,Hard,Apply,0.895,High,BERT+GPT,0.77,1.24
in-918af191ba357cba,,automate GIS workflows,Hard,Create,1.0,Very High,BERT+GPT,0.82,1.23
in-3ae15bec91b050a3,,coach design team,Soft,,0.72,Medium High,GPT,0.75,0.99
in-3ae15bec91b050a3,,inspire design team,Soft,,1.0,Very High,BERT+GPT,0.71,1.24
in-3ae15bec91b050a3,,coach,Hard,Apply,0.471,Low,BERT (standalone),0.75,0.89
in-df4d84cbf0525bc4,,stay ahead of the curve,Soft,,0.625,Medium,GPT,0.71,0.9
in-f672583bbb606ba0,,validate test methodologies,Hard,Evaluate,0.765,Medium High,GPT,0.85,0.97
in-f672583bbb606ba0,,drive manufacturing process improvements,Hard,Create,1.0,Very High,BERT+GPT,0.88,1.26
in-f672583bbb606ba0,,qualify manufacturing lines and mechanisms,Hard,Apply,0.955,Very High,BERT+GPT,0.84,1.23
in-f672583bbb606ba0,,identify and validate product/component risks,Hard,Evaluate,1.0,Very High,BERT+GPT,0.82,1.25
in-f672583bbb606ba0,,mitigate risks with design teams,Soft,,0.711,Medium High,GPT,0.77,0.97
in-f672583bbb606ba0,,define test methodology and coverage,Hard,Evaluate,0.934,Very High,BERT+GPT,0.79,0.97
in-f672583bbb606ba0,,deep-dive in technologies,Hard,Analyze,0.936,Very High,BERT+GPT,0.81,1.14
in-f672583bbb606ba0,,provide technical leadership,Soft,,0.822,High,BERT+GPT,0.86,1.26
in-f672583bbb606ba0,,mentor engineers,Soft,,0.659,Medium,GPT,0.83,0.97
in-f672583bbb606ba0,,perform reliability prediction,Hard,Evaluate,0.999,Very High,BERT+GPT,0.86,1.22
in-f672583bbb606ba0,,work with multiple vendors and ODMs,Soft,,0.649,Medium,GPT,0.75,0.97
in-f672583bbb606ba0,,standardize component manufacturing,Hard,Apply,0.652,Medium,GPT,0.9,0.97
in-f672583bbb606ba0,,address reliability issues,Hard,Apply,0.519,Medium Low,BERT (standalone),0.84,0.87
in-f672583bbb606ba0,,concerns.,Hard,Apply,0.523,Medium Low,BERT (standalone),0.87,0.87
in-f672583bbb606ba0,,mechanisms for mass production,Hard,Apply,0.511,Medium Low,BERT (standalone),0.8,0.87
in-f672583bbb606ba0,,Lead identifying,Hard,Analyze,0.559,Medium Low,BERT (standalone),0.83,0.87
in-f672583bbb606ba0,,work with design teams,Soft,,0.708,Medium High,BERT (standalone),0.74,0.87
in-f672583bbb606ba0,,test coverage,Hard,Evaluate,0.676,Medium,BERT (standalone),0.78,0.87
in-f672583bbb606ba0,,assure product reliability.,Hard,Apply,0.514,Medium Low,BERT (standalone),0.85,0.87
in-f672583bbb606ba0,,Deep,Hard,Apply,0.508,Medium Low,BERT (standalone),0.72,0.87
in-5f1f0bf19752b894,,collaborate with team,Soft,,0.662,Medium,GPT,0.79,0.9
in-5f1f0bf19752b894,,make a difference,Soft,,0.629,Medium,GPT,0.75,0.9
in-db4a68601bb0aa95,,build web applications,Hard,Create,0.672,Medium,GPT,0.8,0.9
in-db4a68601bb0aa95,,building scalable,Hard,Create,0.519,Medium Low,BERT (standalone),0.84,0.81
in-db4a68601bb0aa95,,robust web applications.,Hard,Apply,0.48,Low,BERT (standalone),0.82,0.81
in-2fcdcc0c5a3bed5e,,submit CV,Soft,,0.625,Medium,GPT,0.72,0.9
in-2fcdcc0c5a3bed5e,,experience in Minerals and Metals industry,Hard,Apply,0.566,Medium Low,GPT,0.79,0.9
in-2fcdcc0c5a3bed5e,,engineering experience in similar industry,Hard,Create,0.597,Medium Low,GPT,0.83,0.9
in-2fcdcc0c5a3bed5e,,previous site experience,Hard,Apply,0.57,Medium Low,GPT,0.82,0.9
in-2fcdcc0c5a3bed5e,,surface and U/G mining experience,Hard,Apply,0.564,Medium Low,GPT,0.77,0.9
in-2fcdcc0c5a3bed5e,,shaft sinking,Hard,Apply,0.565,Medium Low,GPT,0.78,0.9
in-2fcdcc0c5a3bed5e,,subsurface utilities,Hard,Apply,0.578,Medium Low,GPT,0.89,0.9
in-5f207f04952a08e5,,support project management commissions,Hard,Evaluate,1.0,Very High,BERT+GPT,0.85,1.32
in-5f207f04952a08e5,,deliver tasks to highest quality standard,Soft,,0.788,Medium High,BERT+GPT,0.77,1.28
in-5f207f04952a08e5,,taking responsibility,Hard,Apply,0.492,Low,BERT (standalone),0.9,0.92
in-8cd1dcff38b285e2,,adapt to change,Soft,,0.627,Medium,GPT,0.73,0.9
in-8cd1dcff38b285e2,,breaking out of your swim lane,Hard,Apply,0.469,Low,BERT (standalone),0.73,0.81
in-f66fab6b91882463,,conduct functional and performance testing,Hard,Evaluate,0.66,Medium,GPT,0.83,1.0
in-f66fab6b91882463,,ensure data integrity across integrated systems,Soft,,1.0,Very High,BERT+GPT,0.82,1.29
in-f66fab6b91882463,,apply QA methodologies and tools,Hard,Analyze,1.0,Very High,BERT+GPT,0.78,1.27
in-f66fab6b91882463,,validate changes before deployment,Hard,Evaluate,0.772,Medium High,GPT,0.98,1.0
in-f66fab6b91882463,,tools,Hard,Apply,0.523,Medium Low,BERT (standalone),0.75,0.9
in-f66fab6b91882463,,validate changes,Hard,Evaluate,0.686,Medium,BERT (standalone),0.83,0.9
in-4a79c57d52ac3b41,,collaborate with teams,Soft,,0.664,Medium,GPT,0.8,0.9
in-4a79c57d52ac3b41,,communicate product information,Soft,,0.648,Medium,GPT,0.89,0.9
in-4a79c57d52ac3b41,,leverage product portfolio,Hard,Apply,0.572,Medium Low,GPT,0.84,0.9
in-4a79c57d52ac3b41,,Working,Hard,Apply,0.272,Very Low,BERT (standalone),0.81,0.81
in-cbd598c3d94aae3d,,design user-centered interfaces,Hard,Create,0.732,Medium High,GPT,0.89,0.96
in-cbd598c3d94aae3d,,present ideas to stakeholders,Soft,,0.679,Medium,GPT,0.8,0.96
in-cbd598c3d94aae3d,,work in agile teams,Soft,,0.789,Medium High,BERT+GPT,0.73,1.22
in-cbd598c3d94aae3d,,implement iterative design processes,Hard,Create,1.0,Very High,BERT+GPT,0.85,1.24
in-cbd598c3d94aae3d,,-centred,Hard,Apply,0.277,Very Low,BERT (standalone),0.84,0.87
in-cbd598c3d94aae3d,,presenting ideas,Hard,Understand,0.553,Medium Low,BERT (standalone),0.83,0.87
in-cbd598c3d94aae3d,,rationale to stakeholders.,Hard,Apply,0.515,Medium Low,BERT (standalone),0.84,0.87
in-cbd598c3d94aae3d,,cross -functional teams,Soft,,0.708,Medium High,BERT (standalone),0.81,0.87
in-719126fcbad76647,,connect financial institutions,Hard,Apply,0.684,Medium,GPT,0.88,0.9
in-719126fcbad76647,,ensure reliability,Hard,Analyze,0.68,Medium,GPT,0.86,0.9
in-719126fcbad76647,,ensure security,Hard,Analyze,0.674,Medium,GPT,0.81,0.9
in-d5cf3b5b16eaad27,,design data management solutions,Hard,Create,0.768,Medium High,BERT+GPT,0.83,0.9
in-ca1f4e8703273822,,lead data and AI function,Hard,Apply,0.559,Medium Low,GPT,0.73,0.9
in-ca1f4e8703273822,,establish data and AI function,Hard,Apply,0.562,Medium Low,GPT,0.76,0.9
in-ca1f4e8703273822,,strategize data and AI initiatives,Soft,,0.633,Medium,GPT,0.78,0.9
in-ca1f4e8703273822,,visionary leadership,Soft,,0.481,Low,BERT+GPT,0.88,0.9
in-068fab73d00568ea,,manage projects,Hard,Apply,0.96,Very High,BERT+GPT,0.83,1.17
in-068fab73d00568ea,,engage stakeholders,Soft,,0.591,Medium Low,BERT+GPT,0.89,0.93
in-068fab73d00568ea,,document processes,Hard,Apply,0.702,Medium High,GPT,0.86,0.93
in-068fab73d00568ea,,operate in ambiguous environments,Soft,,0.66,Medium,GPT,0.83,0.93
in-068fab73d00568ea,,operate in cross-functional environments,Soft,,0.667,Medium,GPT,0.88,0.93
in-068fab73d00568ea,,documentation,Hard,Apply,0.474,Low,BERT (standalone),0.9,0.84
in-068fab73d00568ea,,operating in ambiguous,Hard,Apply,0.494,Low,BERT (standalone),0.8,0.84
in-068fab73d00568ea,,early -stage,Hard,Understand,0.528,Medium Low,BERT (standalone),0.77,0.84
in-068fab73d00568ea,,or cross -functional environments.,Hard,Apply,0.497,Low,BERT (standalone),0.83,0.84
in-7527e3e343c1c51e,,create brand campaigns,Hard,Create,0.672,Medium,GPT,0.8,0.9
in-7527e3e343c1c51e,,collaborate with team,Soft,,0.662,Medium,GPT,0.79,0.9
in-7527e3e343c1c51e,,creating disruptive,Hard,Apply,0.482,Low,BERT (standalone),0.87,0.81
in-7527e3e343c1c51e,,entertaining brand campaigns.,Hard,Apply,0.482,Low,BERT (standalone),0.87,0.81
in-33825b8bf1d47bba,,deliver excellent customer service,Soft,,0.64,Medium,GPT,0.83,0.9
in-33825b8bf1d47bba,,protect digital assets,Hard,Apply,0.568,Medium Low,GPT,0.8,0.9
in-55dc227ddfb3daba,,work closely with senior economists and agrologists,Soft,,0.635,Medium,GPT,0.79,0.9
in-55dc227ddfb3daba,,conduct economic assessments,Hard,Evaluate,0.601,Medium,GPT,0.86,0.9
in-dcebbc4a4f13b41c,,design wargames,Hard,Create,0.674,Medium,GPT,0.81,0.9
in-dcebbc4a4f13b41c,,develop wargames,Hard,Create,0.676,Medium,GPT,0.83,0.9
in-dcebbc4a4f13b41c,,conduct structured analytical simulations,Hard,Analyze,0.604,Medium,GPT,0.89,0.9
in-dcebbc4a4f13b41c,,creative,Hard,Apply,0.456,Low,BERT (standalone),0.84,0.81
in-dcebbc4a4f13b41c,,analytical defense,Hard,Apply,0.373,Very Low,BERT (standalone),0.86,0.81
in-8854ab85f20319b5,,build backend systems,Hard,Create,0.671,Medium,GPT,0.79,0.9
in-8854ab85f20319b5,,enable cross-functional team collaboration,Soft,,0.676,Medium,GPT,0.89,0.9
in-44934c24792f9672,,create Game Design Documents,Hard,Create,0.671,Medium,GPT,0.79,0.9
in-006d3d5257bcc3e0,,design AI enabled solutions,Hard,Create,0.719,Medium High,GPT,0.78,0.97
in-006d3d5257bcc3e0,,develop AI enabled solutions,Hard,Create,0.72,Medium High,GPT,0.79,0.97
in-006d3d5257bcc3e0,,deploy AI enabled solutions,Hard,Apply,1.0,Very High,BERT+GPT,0.79,1.25
in-006d3d5257bcc3e0,,designing,Hard,Create,0.557,Medium Low,BERT (standalone),0.87,0.87
in-006d3d5257bcc3e0,,developing,Hard,Create,0.56,Medium Low,BERT (standalone),0.9,0.87
in-90d13fe4964a2e53,,identify fraud threats,Hard,Analyze,0.717,Medium High,GPT,0.8,0.96
in-90d13fe4964a2e53,,investigate fraud threats,Hard,Analyze,0.722,Medium High,GPT,0.83,0.96
in-90d13fe4964a2e53,,mitigate fraud threats,Hard,Analyze,0.924,Very High,BERT+GPT,0.81,1.22
in-90d13fe4964a2e53,,identifying,Hard,Analyze,0.549,Medium Low,BERT (standalone),0.9,0.86
in-90d13fe4964a2e53,,investigating,Hard,Apply,0.51,Medium Low,BERT (standalone),0.9,0.86
in-90d13fe4964a2e53,,analyze fraud risks,Hard,Analyze,0.668,Medium,GPT,0.77,0.9
in-90d13fe4964a2e53,,prevent fraud losses,Hard,Apply,0.565,Medium Low,GPT,0.78,0.9
in-90d13fe4964a2e53,,analytical,Hard,Apply,0.484,Low,BERT (standalone),0.9,0.81
in-90d13fe4964a2e53,,driven,Hard,Apply,0.472,Low,BERT (standalone),0.78,0.81
in-4c9bcbd62d588bfe,,perform systems analysis,Hard,Apply,0.704,Medium High,GPT,0.82,0.9
in-4c9bcbd62d588bfe,,develop software,Hard,Create,0.705,Medium High,GPT,0.83,0.9
in-4c9bcbd62d588bfe,,implement software solutions,Hard,Apply,0.71,Medium High,GPT,0.86,0.9
in-4c9bcbd62d588bfe,,development,Hard,Create,0.304,Very Low,BERT (standalone),0.9,0.81
in-6bffc74b1865b4f6,,create innovative products,Hard,Create,0.707,Medium High,GPT,0.84,0.9
in-6bffc74b1865b4f6,,deliver high-quality experiences,Hard,Apply,0.605,Medium,GPT,0.9,0.9
in-6bffc74b1865b4f6,,partner with teams,Soft,,0.658,Medium,GPT,0.76,0.9
in-92a60191d2e196a9,,manage vulnerability,Hard,Apply,0.684,Medium,GPT,0.89,0.9
in-92a60191d2e196a9,,detect incidents,Hard,Analyze,0.676,Medium,GPT,0.83,0.9
in-92a60191d2e196a9,,respond to incidents,Hard,Apply,0.565,Medium Low,GPT,0.78,0.9
in-2c76b4f737fd0eed,,create products,Hard,Create,0.674,Medium,GPT,0.81,0.9
in-2c76b4f737fd0eed,,create wonder,Soft,,0.633,Medium,GPT,0.78,0.9
in-f9866846b1ea3f63,,collaborate with analysts and architects,Soft,,0.708,Medium High,GPT,0.82,1.0
in-f9866846b1ea3f63,,provide trusted advice to clients,Soft,,0.85,High,BERT+GPT,0.77,1.3
in-f9866846b1ea3f63,,mentor fellow developers,Soft,,0.89,High,BERT+GPT,0.82,1.3
