job_id,raw_text,final_skills,final_skills_count,final_knowledge,final_knowledge_count,final_hard_skills,final_soft_skills,final_bloom_distribution,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,missing_components_count,model_agreement_score,final_avg_confidence,avg_semantic_density,avg_context_agreement
in-66b97dc6ae697ac9,"This role is critical in ensuring secure, compliant, and auditable access management across the organization.","[""ensure secure access management"", ""ensure compliant access management"", ""ensure auditable access management"", ""ensuring secure"", ""compliant""]",5,"[""access management""]",1,5,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 3, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0522198014537922,0.0319871750605136,0.0357475519180297,16,0.3181722164154053,0.6954499565097303,0.8327500000000001,0.9802773727458062
in-3787ada24baceced,"You will have experience with AI, Machine Learning, LLM.",[],0,"[""AI"", ""Machine Learning"", ""LLM""]",3,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.1428039072727879,0.0,0.1428039072727879,14,0.0,0.0,0.0,0.0
in-35bde22582c02ec9,"### General Information Locations: Vancouver, British Columbia, Canada Role ID 210363 Worker Type Regular Employee Studio/Department EA Studios - SPORTS Work Model Hybrid ### Description & Requirements Electronic Arts creates next -level entertainment experiences that inspire players and fans around the world.",[],0,"[""Electronic Arts""]",1,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-5986e2e416ec3ef2,"Drives architectural standards, processes, and activities.","[""drive architectural standards"", ""drive architectural processes"", ""drive architectural activities"", ""processes"", ""activities.""]",5,[],0,5,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 0}",0.0312793121188907,0.0312793121188907,0.0,16,0.3019476731618245,0.665046637501676,0.8790000000000001,0.9741716826030882
in-76bdc299da84b00b,We go to great lengths to understand our customers (check out our C -suite on work experience).,"[""understand customers""]",1,[],0,0,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 1}",0.0,0.0,0.0,19,0.0,0.6471648000000002,0.8850000000000001,0.9
in-dcd8dd1044f2926f,"The Stormwater Specialist supports a proactive and integrated approach to managing stormwater systems to protect public health, infrastructure assets, and the environment. collaboration with internal departments, external agencies, and the public to implement best practices in stormwater management and watershed planning.","[""support proactive approach to managing stormwater systems"", ""support integrated approach to managing stormwater systems"", ""collaborate with internal departments"", ""collaborate with external agencies"", ""collaborate with the public"", ""implement best practices in stormwater management"", ""implement best practices in watershed planning"", ""proactive"", ""integrated"", ""implement best practices in""]",10,"[""stormwater systems"", ""public health"", ""infrastructure assets"", ""environment"", ""stormwater management"", ""watershed planning""]",6,5,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 5}",0.0428621725032204,0.0,0.0428621725032204,17,0.1218267253467014,0.6361939695857993,0.8297500000000001,0.920282989350152
in-c07071dff55c7f74,"L'interaction avec le client est également une responsabilité clé, où le/la Superviseur·e des environnements représente les capacités techniques et créatives de Framestore.",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-04d821a61bf4f3f8,"A day in the life AWS Global Services includes experts from across AWS who help our customers design, build, operate, and secure their cloud environments.","[""design cloud environments"", ""build cloud environments"", ""operate cloud environments"", ""secure cloud environments""]",4,"[""AWS Global Services"", ""Cloud environments""]",2,4,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 2, ""N/A"": 0}",0.0636315110943664,0.0425869890091807,0.0607095969350714,16,0.0,0.6302229926400001,0.8300000000000001,0.9
in-6434f75ccfa896cd,"Reporting to the Manager – Enterprise Systems, you’ll work closely with stakeholders, stream leads, IT teams, and third -party service providers to ensure our ERP and integrated applications effectively support business operations, with potentials to progress into senior leadership roles.","[""report to manager"", ""work closely with stakeholders"", ""work closely with stream leads"", ""work closely with IT teams"", ""work closely with third-party service providers"", ""ensure ERP applications support business operations"", ""ensure integrated applications support business operations"", ""stream leads"", ""ensure our ERP""]",9,"[""Enterprise Systems"", ""ERP"", ""integrated applications"", ""business operations""]",4,4,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 1, ""Evaluate"": 1, ""Create"": 1, ""N/A"": 5}",0.0992104919333207,0.0,0.0992104919333207,14,0.2746767912592207,0.6995084215344689,0.7825555555555556,0.9949175745279856
in-59f89f855608fde0,"You're comfortable building rapid prototypes and iterating on proofs -of -concept to find the best path forward. Clear Communicator: You can articulate complex technical ideas and proposals, fostering open and productive design discussions. --------------------------------------------------------------------------------------------------------------------------------------- Bonus Nice to Haves Experience with our core stack: Databricks, Spark, Kafka, Airflow, Temporal, or dbt. Hands -on experien","[""build rapid prototypes"", ""iterate on proofs-of-concept"", ""articulate complex technical ideas"", ""foster open and productive design discussions"", ""create new capabilities"", ""evolve platform"", ""proposals"", ""fostering open"", ""productive design discussions.""]",9,"[""Databricks"", ""Spark"", ""Kafka"", ""Airflow"", ""Temporal"", ""dbt"", ""Terraform"", ""AWS S3"", ""AWS EKS"", ""AWS MSK"", ""AWS DMS"", ""AWS Glue"", ""data engineering concepts"", ""machine learning lifecycle"", ""MLOps"", ""GenAI""]",16,7,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 3, ""N/A"": 2}",0.2016122159811635,0.1406279250801802,0.0797743358110126,13,0.4935580988725026,0.7552021568682138,0.8251666666666667,1.06400567412424
in-7f1b7715acb11a2e,"Leveraging Nerdio, partners can manage customers’ cloud environments through streamlined, multi -tenant, workflow -powered technology that allows them to create and grow cloud -based recurring revenues.","[""manage cloud environments"", ""create cloud-based recurring revenues"", ""grow cloud-based recurring revenues""]",3,"[""Nerdio"", ""multi-tenant technology"", ""workflow-powered technology"", ""cloud environments""]",4,3,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 0}",0.1194980395467658,0.0164868143842603,0.1194980395467658,13,0.0,0.6709086950400001,0.8416666666666668,0.9
in-4253237d507304c7,Trainium will deliver the best -in -class ML training performance with the most teraflops (TFLOPS) of compute power for ML in the cloud.,[],0,"[""Trainium"", ""ML training performance"", ""teraflops"", ""TFLOPS"", ""compute power"", ""ML in the cloud""]",6,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0177085217676664,0.0,0.0177085217676664,18,0.0,0.0,0.0,0.0
in-2ea46d88545e7e84,Double checking of costs and formulas on schedules is the responsibility of the Media Account Manager. This will require close liaison with the Digital teams to ensure all details are captured accurately All approvals and changes must be documented in writing and saved into client files – this responsibility falls to the Media Account Manager Maintains records and prepares periodic reports as may be required on assigned accounts Prepare spotlists in conjunction with the Media Executive and send ,"[""double check costs"", ""double check formulas on schedules"", ""liaise with Digital teams"", ""document approvals"", ""document changes"", ""maintain records"", ""prepare periodic reports"", ""prepare spotlists"", ""input media contracts"", ""input confirmations"", ""input billings"", ""check billings"", ""checking of costs"", ""ensure all details are captured accurately"", ""send to clients with comments"", ""written appearance instructions"", ""Ensure that all billings""]",17,"[""client files"", ""VML management system"", ""Pegasus""]",3,16,1,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 8, ""Analyze"": 2, ""Evaluate"": 5, ""Create"": 0, ""N/A"": 1}",0.0536193649788344,0.0536193649788344,0.0,17,0.3847189644972483,0.7508318950217039,0.8049264705882353,1.0278016634467977
in-81cfe369e4ad49b5,"We provide Global Medical, Security and Travel Assistance and a Workplace Ergonomics Program.",[],0,"[""Global Medical Assistance"", ""Security Assistance"", ""Travel Assistance"", ""Workplace Ergonomics Program""]",4,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0182417411553232,0.0,0.0182417411553232,18,0.0,0.0,0.0,0.0
in-3f1f20262049095a,"This role shapes AI solutions, meets client needs, and delivers measurable business value and technically feasible solutions.","[""shape AI solutions"", ""meet client needs"", ""deliver business value"", ""deliver technically feasible solutions""]",4,"[""AI solutions""]",1,2,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 2}",0.0938820353725068,0.0523650142184043,0.0730959722870274,15,0.4736708551645279,0.7576863718912582,0.795625,1.1360871466692657
in-bf0e9f6211607d23,"You’ll lead with creativity and systems thinking, leverage design systems, and explore emerging technologies to drive innovation and craft user experiences that delight and inspire.","[""lead with creativity"", ""lead with systems thinking"", ""leverage design systems"", ""explore emerging technologies"", ""drive innovation"", ""craft user experiences""]",6,"[""Design systems"", ""Emerging technologies"", ""User experiences""]",3,2,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 4}",0.1680207381765991,0.0248117450679501,0.1674428983738548,11,0.833333323399226,0.9028621562345828,0.8139583333333333,1.3333333276708923
in-ff31808feab0524e,Analyze Phase: Ability to understand client business model / requirements / pain points Ability to understand big picture vision of the transformation program and prepare a plan to drive the day -to -day execution of the project.,"[""understand client business model"", ""understand client requirements"", ""understand client pain points"", ""understand big picture vision of the transformation program"", ""prepare a plan to drive day-to-day execution of the project"", ""prepare a plan""]",6,[],0,2,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 4}",0.0164676848999863,0.0164676848999863,0.0,18,0.3787676692008972,0.7739174709011079,0.7770138888888889,1.0518869478746389
in-4db732b0a6c93338,"The Panel may be in place for a maximum period of between 6 -12 months and may be used to either fill similar posts at the same grade that arise, or to progress panel candidates to an automatic final interview staged for less similar, same level roles, but placement on a panel is not a guarantee of appointment to a position.",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-38cb96df699cfbe8,"To review the available options please see the information relevant to the union for this position by viewing the following link: http: www.baltimorecityschools.org Baltimore City Public Schools (""City Schools"") does not discriminate in its employment, programs, and activities based on race, ethnicity, color, ancestry, national origin, nationality, religion, sex, sexual orientation, gender, gender identity, gender expression, marital status, pregnancy or parenting status, family structure, abili",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-02596bd1a3533b48,"First National is proud to be an equal opportunity employer and is committed to diversity and inclusion regardless of race, color, religion, national origin, age, gender identity, physical or mental disability, sexual orientation and any other category protected by law.",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-50790458f1cb7392,"You have the creative instinct to proactively challenge briefs, are full of ideas and you naturally think of ways to exceed the client’s expectation.","[""challenge briefs proactively"", ""generate ideas"", ""exceed client expectations"", ""creative instinct"", ""are"", ""full of ideas""]",6,[],0,3,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.0,0.0,0.0,19,0.363230574131012,0.644114564592653,0.7822916666666667,1.012337510763547
in-3eb6babc74e5b1cc,Join us in shaping the future of nursing in BC.,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-f0b8e867898d9fc7,"Support clients throughout transformation phases, including change management and business process optimization.","[""support clients"", ""manage change"", ""optimize business processes""]",3,"[""change management"", ""business process optimization""]",2,0,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.0552562590940721,0.0,0.0552562590940721,17,0.3333333333333333,0.7591232341333334,0.8133333333333334,1.0633333333333337
in-5b082ff425ffc95e,"In addition, certain roles may be eligible for long -term incentives in the form of a new hire equity award. State -Specific Notices: California : Fair Chance Ordinances Adobe will consider qualified applicants with arrest or conviction records for employment in accordance with state and local laws and “fair chance” ordinances. Colorado: Application Window Notice Dec 22 2025 12:00 AM If this role is open to hiring in Colorado (as listed on the job posting), the application window will remain ope",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-2adf3d78f57c1387,"You’ll also grow to be a much -loved familiar face around the school with a unique opportunity to touch the lives of countless families. Heckenberg Public School shifts fall between the school zone hours of 8:15 – 9:15AM and 2:30 – 3:30PM, Monday to Friday, with 1 hour in the morning and 1 hour in the afternoon.",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-6a11f6623b90c10e,Soft Skills: Excellent written and verbal communication skills. Strong problem -solving and analytical abilities. Ability to work independently and as part of a team. Detail -oriented with a strong commitment to accuracy. Ability to work effectively in a fast -paced environment and manage multiple priorities.,"[""communicate ideas in writing"", ""communicate ideas verbally"", ""solve problems"", ""analyze information"", ""work independently"", ""collaborate with a team"", ""commit to accuracy"", ""work in a fast-paced environment"", ""manage multiple priorities"", ""communication skills."", ""problem"", ""-solving"", ""analytical abilities."", ""as part of a team."", ""Detail"", ""-oriented"", ""commitment to accuracy.""]",17,[],0,6,11,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 5, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 11}",0.0106134737380998,0.0106134737380998,0.0,18,0.265914803201502,0.6485645685761867,0.8155336134453782,0.9575294104924732
in-819016745fbf8e52,"We are continuously looking for team players who will stop at nothing to deliver state of the art solutions as part of Team Rapsodo. ### Overview As a Product Engineer at Rapsodo, you will work directly with the Product Owner and cross -functional engineering teams to ensure successful design, integration, validation, and delivery of new features and system components.","[""deliver state of the art solutions"", ""work with Product Owner"", ""work with cross-functional engineering teams"", ""ensure successful design of new features"", ""ensure successful integration of new features"", ""ensure successful validation of new features"", ""ensure successful delivery of new features"", ""ensure successful design of system components"", ""ensure successful integration of system components"", ""ensure successful validation of system components"", ""ensure successful delivery of system components"", ""ensure successful design"", ""integration"", ""validation"", ""system components.""]",15,"[""Product Owner"", ""engineering teams"", ""new features"", ""system components""]",4,12,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 6, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 3}",0.0803648262960759,0.0433214610448428,0.0587891032821253,14,0.0808927958661859,0.6555438840219505,0.8137500000000002,0.9080518248647368
in-b0e3d6930bef9118,"The ASM fosters strong internal relationships and promotes effective collaboration across Creative, Project Management, Print Production, Editorial, and Account Services.","[""foster internal relationships"", ""promote effective collaboration""]",2,"[""Creative"", ""Project Management"", ""Print Production"", ""Editorial"", ""Account Services""]",5,0,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 2}",0.0704334535096821,0.0,0.0704334535096821,16,0.0,0.6605280000000001,0.8800000000000001,0.9
in-68c8bc8b4022b6bd,"We don’t expect you to know them all but experience or exposure with some of these (or equivalents) will set you up for success in this team; Backend: .NET, C #, or willingness to learn Frontend: React.js, Next.js, Angular.js Architecture: Deep expertise in Microservices, GraphQL (Apollo), RESTful APIs, and domain -driven design. CI/CD: GitHub Actions, Jenkins, Bitbucket Pipelines, Gitlab Runners. Cloud knowledge with AWS Containerization using docker or kubernetes GenAI Studio(Copilot/RooCode/C","[""learn .NET"", ""learn C#"", ""use React.js"", ""use Next.js"", ""use Angular.js"", ""work with Microservices"", ""work with GraphQL (Apollo)"", ""work with RESTful APIs"", ""work with domain-driven design"", ""use GitHub Actions"", ""use Jenkins"", ""use Bitbucket Pipelines"", ""use Gitlab Runners"", ""work with AWS"", ""use Docker"", ""use Kubernetes"", ""use Copilot"", ""use RooCode"", ""use Cline"", ""provide customer service"", ""work with data"", ""apply creativity""]",22,"["".NET"", ""C#"", ""React.js"", ""Next.js"", ""Angular.js"", ""Microservices"", ""GraphQL (Apollo)"", ""RESTful APIs"", ""Domain-driven design"", ""CI/CD"", ""GitHub Actions"", ""Jenkins"", ""Bitbucket Pipelines"", ""Gitlab Runners"", ""Cloud"", ""AWS"", ""Docker"", ""Kubernetes"", ""GenAI Studio"", ""Copilot"", ""RooCode"", ""Cline"", ""C"", ""#,"", ""Architecture:"", ""domain"", ""-driven design."", ""CI"", ""/"", ""CD:"", ""GitHub"", ""Actions,"", ""Bitbucket"", ""Pipelines,"", ""Gitlab"", ""Runners.""]",36,19,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 18, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 3}",0.2785930816957084,0.1112606092557181,0.2785930816957084,6,0.0,0.6539610308072729,0.7628409090909092,0.8999999999999997
in-b99d92a34ea0a07c,Trust and accountability make it work. Donation matching.,"[""build trust"", ""ensure accountability"", ""manage donation matching programs""]",3,[],0,0,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.0,0.0,0.0,19,0.0,0.6392160000000001,0.8250000000000001,0.9
